time,truck,x,y,z,connection
6,13,140.2,65.8,12.8,T2
6,14,268.8,193.0,35.6,T7
6,15,19.8,14.2,8.5,None
6,16,231.2,124.2,45.8,T5
6,17,191.2,157.2,21.3,T1
6,18,191.2,157.2,21.3,T1
6,19,159.8,77.0,15.600000000000001,T2
6,20,248.8,142.8,53.7,T5
6,21,248.8,142.8,53.7,T5
6,22,188.8,143.0,63.0,T9
6,23,211.2,157.0,64.4,T0
6,24,188.8,143.0,63.0,T9
7,0,91.2,44.8,26.8,T6
7,1,212.8,158.0,63.6,T0
7,2,132.8,108.0,28.0,T4
7,3,112.8,176.8,36.0,None
7,4,335.6,123.2,34.8,T3
7,5,267.2,192.0,36.4,T7
7,6,167.2,163.2,19.0,T10
7,7,32.8,196.8,14.8,None
7,8,68.8,35.2,26.0,T6
7,9,138.8,65.2,13.2,T2
7,10,103.2,167.2,36.8,None
7,11,138.8,65.2,13.2,T2
7,12,116.8,112.8,23.2,T11
7,13,138.8,65.2,13.2,T2
7,14,267.2,192.0,36.4,T7
7,15,21.200000000000003,14.8,9.0,None
7,16,232.8,124.8,45.2,T5
7,17,192.8,156.8,22.2,T1
7,18,192.8,156.8,22.2,T1
7,19,161.2,78.0,16.4,T2
7,20,247.2,143.2,52.8,T5
7,21,247.2,143.2,52.8,T5
7,22,187.2,142.0,62.0,T9
7,23,212.8,158.0,63.6,T0
7,24,187.2,142.0,62.0,T9
8,0,92.6,45.4,26.4,T6
8,1,214.4,159.0,62.8,T0
8,2,134.4,109.0,29.0,T4
8,3,114.4,176.4,35.5,None
8,4,333.8,123.6,35.4,T3
8,5,265.6,191.0,37.2,T7
8,6,165.6,163.6,19.5,T10
8,7,34.4,196.4,15.399999999999999,None
8,8,67.4,34.6,25.5,T6
8,9,137.4,64.6,13.6,T2
8,10,103.6,165.6,36.4,None
8,11,137.4,64.6,13.6,T2
8,12,116.4,114.4,23.6,T11
8,13,137.4,64.6,13.6,T2
8,14,265.6,191.0,37.2,T7
8,15,22.6,15.399999999999999,9.5,None
8,16,234.4,125.4,44.6,T5
8,17,194.4,156.4,23.1,T1
8,18,194.4,156.4,23.1,T1
8,19,162.6,79.0,17.2,T2
8,20,245.6,143.6,51.9,T5
8,21,245.6,143.6,51.9,T5
8,22,185.6,141.0,61.0,T9
8,23,214.4,159.0,62.8,T0
8,24,185.6,141.0,61.0,T9
9,0,94.0,46.0,26.0,T6
9,1,216.0,160.0,62.0,T0
9,2,136.0,110.0,30.0,T4
9,3,116.0,176.0,35.0,None
9,4,332.0,124.0,36.0,T3
9,5,264.0,190.0,38.0,T7
9,6,164.0,164.0,20.0,T10
9,7,36.0,196.0,16.0,None
9,8,66.0,34.0,25.0,T6
9,9,136.0,64.0,14.0,T2
9,10,104.0,164.0,36.0,None
9,11,136.0,64.0,14.0,T2
9,12,116.0,116.0,24.0,T11
9,13,136.0,64.0,14.0,T2
9,14,264.0,190.0,38.0,T7
9,15,24.0,16.0,10.0,None
9,16,236.0,126.0,44.0,T5
9,17,196.0,156.0,24.0,T1
9,18,196.0,156.0,24.0,T1
9,19,164.0,80.0,18.0,T2
9,20,244.0,144.0,51.0,T5
9,21,244.0,144.0,51.0,T5
9,22,184.0,140.0,60.0,T9
9,23,216.0,160.0,62.0,T0
9,24,184.0,140.0,60.0,T9
10,0,95.4,46.6,25.6,T6
10,1,217.6,161.0,61.2,T0
10,2,137.6,111.0,31.0,T4
10,3,117.6,175.6,34.5,None
10,4,330.2,124.4,36.6,T3
10,5,262.4,189.0,38.8,T7
10,6,162.4,164.4,20.5,T10
10,7,37.599999999999994,195.6,16.6,None
10,8,64.6,33.4,24.5,T6
10,9,134.6,63.4,14.399999999999999,T2
10,10,104.4,162.4,35.6,T11
10,11,134.6,63.4,14.399999999999999,T2
10,12,115.6,117.6,24.4,T11
10,13,134.6,63.4,14.399999999999999,T2
10,14,262.4,189.0,38.8,T7
10,15,25.4,16.6,10.5,None
10,16,237.6,126.6,43.4,T5
10,17,197.6,155.6,24.9,T1
10,18,197.6,155.6,24.9,T1
10,19,165.4,81.0,18.799999999999997,T2
10,20,242.4,144.4,50.1,T5
10,21,242.4,144.4,50.1,T5
10,22,182.4,139.0,59.0,T9
10,23,217.6,161.0,61.2,T0
10,24,182.4,139.0,59.0,T9
11,0,96.8,47.2,25.200000000000003,T6
11,1,219.2,162.0,60.400000000000006,T0
11,2,139.2,112.0,32.0,T4
11,3,119.19999999999999,175.2,34.0,T10
11,4,328.4,124.8,37.2,T3
11,5,260.8,188.0,39.599999999999994,T7
11,6,160.8,164.8,21.0,T10
11,7,39.199999999999996,195.2,17.2,None
11,8,63.2,32.8,24.0,T6
11,9,133.2,62.8,14.799999999999999,T2
11,10,104.8,160.8,35.2,T11
11,11,133.2,62.8,14.799999999999999,T2
11,12,115.2,119.19999999999999,24.799999999999997,T11
11,13,133.2,62.8,14.799999999999999,T2
11,14,260.8,188.0,39.599999999999994,T7
11,15,26.799999999999997,17.2,11.0,None
11,16,239.2,127.2,42.8,T5
11,17,199.2,155.2,25.799999999999997,T1
11,18,199.2,155.2,25.799999999999997,T1
11,19,166.8,82.0,19.599999999999998,T2
11,20,240.8,144.8,49.2,T5
11,21,240.8,144.8,49.2,T5
11,22,180.8,138.0,58.0,T9
11,23,219.2,162.0,60.400000000000006,T0
11,24,180.8,138.0,58.0,T9
12,0,98.19999999999999,47.8,24.8,T6
12,1,220.8,163.0,59.6,T0
12,2,140.8,113.0,33.0,T4
12,3,120.8,174.8,33.5,T10
12,4,326.6,125.2,37.8,T3
12,5,259.2,187.0,40.4,T7
12,6,159.2,165.2,21.5,T10
12,7,40.8,194.8,17.799999999999997,None
12,8,61.800000000000004,32.2,23.5,T6
12,9,131.8,62.2,15.2,T2
12,10,105.2,159.2,34.8,T11
12,11,131.8,62.2,15.2,T2
12,12,114.8,120.8,25.2,T11
12,13,131.8,62.2,15.2,T2
12,14,259.2,187.0,40.4,T7
12,15,28.199999999999996,17.799999999999997,11.5,None
12,16,240.8,127.8,42.2,T5
12,17,200.8,154.8,26.699999999999996,T1
12,18,200.8,154.8,26.699999999999996,T1
12,19,168.2,83.0,20.4,T2
12,20,239.2,145.2,48.300000000000004,T5
12,21,239.2,145.2,48.300000000000004,T5
12,22,179.2,137.0,57.0,T9
12,23,220.8,163.0,59.6,T0
12,24,179.2,137.0,57.0,T9
13,0,99.6,48.4,24.4,T6
13,1,222.4,164.0,58.8,T0
13,2,142.4,114.0,34.0,T4
13,3,122.4,174.4,33.0,T10
13,4,324.8,125.6,38.4,T3
13,5,257.6,186.0,41.2,T7
13,6,157.6,165.6,22.0,T10
13,7,42.4,194.4,18.4,None
13,8,60.400000000000006,31.6,23.0,T6
13,9,130.4,61.6,15.6,T2
13,10,105.6,157.6,34.4,T11
13,11,130.4,61.6,15.6,T2
13,12,114.4,122.4,25.6,T11
13,13,130.4,61.6,15.6,T2
13,14,257.6,186.0,41.2,T7
13,15,29.599999999999998,18.4,12.0,None
13,16,242.4,128.4,41.6,T5
13,17,202.4,154.4,27.599999999999998,T1
13,18,202.4,154.4,27.599999999999998,T1
13,19,169.6,84.0,21.2,T2
13,20,237.6,145.6,47.400000000000006,T5
13,21,237.6,145.6,47.400000000000006,T5
13,22,177.6,136.0,56.0,T9
13,23,222.4,164.0,58.8,T0
13,24,177.6,136.0,56.0,T9
14,0,101.0,49.0,24.0,T6
14,1,224.0,165.0,58.0,T0
14,2,144.0,115.0,35.0,T4
14,3,124.0,174.0,32.5,T10
14,4,323.0,126.0,39.0,T3
14,5,256.0,185.0,42.0,T7
14,6,156.0,166.0,22.5,T10
14,7,44.0,194.0,19.0,None
14,8,59.0,31.0,22.5,T6
14,9,129.0,61.0,16.0,T2
14,10,106.0,156.0,34.0,T11
14,11,129.0,61.0,16.0,T2
14,12,114.0,124.0,26.0,T11
14,13,129.0,61.0,16.0,T2
14,14,256.0,185.0,42.0,T7
14,15,31.0,19.0,12.5,None
14,16,244.0,129.0,41.0,T5
14,17,204.0,154.0,28.5,T1
14,18,204.0,154.0,28.5,T1
14,19,171.0,85.0,22.0,T2
14,20,236.0,146.0,46.5,T5
14,21,236.0,146.0,46.5,T5
14,22,176.0,135.0,55.0,T9
14,23,224.0,165.0,58.0,T0
14,24,176.0,135.0,55.0,T9
15,0,102.4,49.6,23.6,T6
15,1,225.6,166.0,57.2,T0
15,2,145.6,116.0,36.0,T4
15,3,125.6,173.6,32.0,T10
15,4,321.2,126.4,39.6,T3
15,5,254.4,184.0,42.8,T7
15,6,154.4,166.4,23.0,T10
15,7,45.6,193.6,19.6,None
15,8,57.599999999999994,30.4,22.0,T6
15,9,127.6,60.4,16.4,T2
15,10,106.4,154.4,33.6,T11
15,11,127.6,60.4,16.4,T2
15,12,113.6,125.6,26.4,T11
15,13,127.6,60.4,16.4,T2
15,14,254.4,184.0,42.8,T7
15,15,32.400000000000006,19.6,13.0,None
15,16,245.6,129.6,40.4,T5
15,17,205.6,153.6,29.4,T1
15,18,205.6,153.6,29.4,T1
15,19,172.4,86.0,22.8,T2
15,20,234.4,146.4,45.6,T5
15,21,234.4,146.4,45.6,T5
15,22,174.4,134.0,54.0,T9
15,23,225.6,166.0,57.2,T0
15,24,174.4,134.0,54.0,T9
16,0,103.8,50.2,23.2,T6
16,1,227.2,167.0,56.4,T0
16,2,147.2,117.0,37.0,T4
16,3,127.2,173.2,31.5,T10
16,4,319.4,126.8,40.2,T3
16,5,252.8,183.0,43.6,T7
16,6,152.8,166.8,23.5,T10
16,7,47.2,193.2,20.200000000000003,None
16,8,56.2,29.799999999999997,21.5,T6
16,9,126.2,59.8,16.8,T6
16,10,106.8,152.8,33.2,T11
16,11,126.2,59.8,16.8,T6
16,12,113.2,127.2,26.8,T11
16,13,126.2,59.8,16.8,T6
16,14,252.8,183.0,43.6,T7
16,15,33.8,20.200000000000003,13.5,None
16,16,247.2,130.2,39.8,T5
16,17,207.2,153.2,30.3,T1
16,18,207.2,153.2,30.3,T1
16,19,173.8,87.0,23.6,T2
16,20,232.8,146.8,44.7,T5
16,21,232.8,146.8,44.7,T5
16,22,172.8,133.0,53.0,T9
16,23,227.2,167.0,56.4,T0
16,24,172.8,133.0,53.0,T9
17,0,105.2,50.8,22.799999999999997,T6
17,1,228.8,168.0,55.599999999999994,T0
17,2,148.8,118.0,38.0,T4
17,3,128.8,172.8,31.0,T10
17,4,317.6,127.2,40.8,T3
17,5,251.2,182.0,44.400000000000006,T7
17,6,151.2,167.2,24.0,T10
17,7,48.800000000000004,192.8,20.8,None
17,8,54.8,29.2,21.0,T6
17,9,124.8,59.2,17.200000000000003,T6
17,10,107.2,151.2,32.8,T11
17,11,124.8,59.2,17.200000000000003,T6
17,12,112.8,128.8,27.200000000000003,T11
17,13,124.8,59.2,17.200000000000003,T6
17,14,251.2,182.0,44.400000000000006,T7
17,15,35.2,20.8,14.000000000000002,None
17,16,248.8,130.8,39.2,T5
17,17,208.8,152.8,31.200000000000003,T1
17,18,208.8,152.8,31.200000000000003,T1
17,19,175.2,88.0,24.400000000000002,T2
17,20,231.2,147.2,43.8,T5
17,21,231.2,147.2,43.8,T5
17,22,171.2,132.0,52.0,T9
17,23,228.8,168.0,55.599999999999994,T0
17,24,171.2,132.0,52.0,T9
18,0,106.60000000000001,51.400000000000006,22.4,T6
18,1,230.4,169.0,54.8,T0
18,2,150.4,119.0,39.0,T4
18,3,130.4,172.4,30.5,T10
18,4,315.8,127.6,41.400000000000006,T3
18,5,249.6,181.0,45.2,T7
18,6,149.6,167.6,24.5,T10
18,7,50.400000000000006,192.4,21.400000000000002,None
18,8,53.39999999999999,28.599999999999998,20.5,T6
18,9,123.39999999999999,58.599999999999994,17.6,T6
18,10,107.6,149.6,32.4,T11
18,11,123.39999999999999,58.599999999999994,17.6,T6
18,12,112.4,130.4,27.6,T11
18,13,123.39999999999999,58.599999999999994,17.6,T6
18,14,249.6,181.0,45.2,T7
18,15,36.60000000000001,21.400000000000002,14.500000000000002,None
18,16,250.4,131.4,38.599999999999994,T5
18,17,210.4,152.4,32.1,T1
18,18,210.4,152.4,32.1,T1
18,19,176.6,89.0,25.200000000000003,T2
18,20,229.6,147.6,42.9,T5
18,21,229.6,147.6,42.9,T5
18,22,169.6,131.0,51.0,T9
18,23,230.4,169.0,54.8,T0
18,24,169.6,131.0,51.0,T9
19,0,108.0,52.0,22.0,T6
19,1,232.0,170.0,54.0,T0
19,2,152.0,120.0,40.0,T4
19,3,132.0,172.0,30.0,T10
19,4,314.0,128.0,42.0,T3
19,5,248.0,180.0,46.0,T7
19,6,148.0,168.0,25.0,T10
19,7,52.00000000000001,192.0,22.0,None
19,8,51.99999999999999,28.0,20.0,T6
19,9,122.0,58.0,18.0,T6
19,10,108.0,148.0,32.0,T11
19,11,122.0,58.0,18.0,T6
19,12,112.0,132.0,28.0,T11
19,13,122.0,58.0,18.0,T6
19,14,248.0,180.0,46.0,T7
19,15,38.00000000000001,22.0,15.000000000000002,None
19,16,252.0,132.0,38.0,T5
19,17,212.0,152.0,33.0,T1
19,18,212.0,152.0,33.0,T1
19,19,178.0,90.0,26.000000000000004,T2
19,20,228.0,148.0,42.0,T5
19,21,228.0,148.0,42.0,T5
19,22,168.0,130.0,50.0,T9
19,23,232.0,170.0,54.0,T0
19,24,168.0,130.0,50.0,T9
20,0,109.4,52.6,21.599999999999998,T6
20,1,233.60000000000002,171.0,53.199999999999996,T0
20,2,153.60000000000002,121.0,41.0,T4
20,3,133.60000000000002,171.6,29.5,T10
20,4,312.2,128.4,42.6,T3
20,5,246.39999999999998,179.0,46.800000000000004,T7
20,6,146.39999999999998,168.4,25.5,T10
20,7,53.60000000000001,191.6,22.6,None
20,8,50.599999999999994,27.4,19.5,T6
20,9,120.6,57.4,18.400000000000002,T6
20,10,108.4,146.39999999999998,31.599999999999998,T11
20,11,120.6,57.4,18.400000000000002,T6
20,12,111.6,133.60000000000002,28.400000000000002,T11
20,13,120.6,57.4,18.400000000000002,T6
20,14,246.39999999999998,179.0,46.800000000000004,T7
20,15,39.400000000000006,22.6,15.500000000000002,None
20,16,253.60000000000002,132.6,37.4,T5
20,17,213.60000000000002,151.6,33.900000000000006,T1
20,18,213.60000000000002,151.6,33.900000000000006,T1
20,19,179.4,91.0,26.800000000000004,T2
20,20,226.39999999999998,148.4,41.099999999999994,T5
20,21,226.39999999999998,148.4,41.099999999999994,T5
20,22,166.39999999999998,129.0,49.0,T9
20,23,233.60000000000002,171.0,53.199999999999996,T0
20,24,166.39999999999998,129.0,49.0,T9
21,0,110.80000000000001,53.2,21.199999999999996,T6
21,1,235.20000000000002,172.0,52.39999999999999,T0
21,2,155.20000000000002,122.0,42.00000000000001,T4
21,3,135.20000000000002,171.2,28.999999999999996,T10
21,4,310.4,128.8,43.2,T3
21,5,244.79999999999998,178.0,47.60000000000001,T7
21,6,144.79999999999998,168.8,26.000000000000004,T10
21,7,55.20000000000001,191.2,23.200000000000003,None
21,8,49.19999999999999,26.799999999999997,18.999999999999996,T6
21,9,119.19999999999999,56.8,18.800000000000004,T6
21,10,108.8,144.79999999999998,31.199999999999996,T11
21,11,119.19999999999999,56.8,18.800000000000004,T6
21,12,111.2,135.20000000000002,28.800000000000004,T11
21,13,119.19999999999999,56.8,18.800000000000004,T6
21,14,244.79999999999998,178.0,47.60000000000001,T7
21,15,40.80000000000001,23.200000000000003,16.000000000000004,None
21,16,255.20000000000002,133.2,36.8,T5
21,17,215.20000000000002,151.2,34.800000000000004,T1
21,18,215.20000000000002,151.2,34.800000000000004,T1
21,19,180.8,92.0,27.600000000000005,T2
21,20,224.79999999999998,148.8,40.199999999999996,T0
21,21,224.79999999999998,148.8,40.199999999999996,T0
21,22,164.79999999999998,128.0,47.99999999999999,T9
21,23,235.20000000000002,172.0,52.39999999999999,T0
21,24,164.79999999999998,128.0,47.99999999999999,T9
22,0,112.20000000000002,53.800000000000004,20.799999999999997,T6
22,1,236.8,173.0,51.599999999999994,T0
22,2,156.8,123.0,43.00000000000001,T4
22,3,136.8,170.8,28.499999999999996,T10
22,4,308.59999999999997,129.2,43.800000000000004,T3
22,5,243.2,177.0,48.400000000000006,T7
22,6,143.2,169.2,26.500000000000004,T10
22,7,56.80000000000001,190.8,23.800000000000004,None
22,8,47.79999999999999,26.199999999999996,18.499999999999996,T6
22,9,117.79999999999998,56.199999999999996,19.200000000000003,T6
22,10,109.2,143.2,30.799999999999997,T11
22,11,117.79999999999998,56.199999999999996,19.200000000000003,T6
22,12,110.8,136.8,29.200000000000003,T11
22,13,117.79999999999998,56.199999999999996,19.200000000000003,T6
22,14,243.2,177.0,48.400000000000006,T7
22,15,42.20000000000001,23.800000000000004,16.500000000000004,None
22,16,256.8,133.8,36.199999999999996,T5
22,17,216.8,150.8,35.7,T1
22,18,216.8,150.8,35.7,T1
22,19,182.20000000000002,93.0,28.400000000000006,T2
22,20,223.2,149.2,39.3,T0
22,21,223.2,149.2,39.3,T0
22,22,163.2,127.0,46.99999999999999,T9
22,23,236.8,173.0,51.599999999999994,T0
22,24,163.2,127.0,46.99999999999999,T9
23,0,113.60000000000001,54.400000000000006,20.4,T6
23,1,238.4,174.0,50.8,T0
23,2,158.4,124.0,44.00000000000001,T4
23,3,138.4,170.4,27.999999999999996,T10
23,4,306.8,129.6,44.400000000000006,T3
23,5,241.6,176.0,49.2,T7
23,6,141.6,169.6,27.000000000000004,T10
23,7,58.40000000000001,190.4,24.400000000000006,None
23,8,46.39999999999999,25.599999999999994,17.999999999999996,T6
23,9,116.39999999999999,55.599999999999994,19.6,T6
23,10,109.60000000000001,141.6,30.4,T11
23,11,116.39999999999999,55.599999999999994,19.6,T6
23,12,110.39999999999999,138.4,29.6,T11
23,13,116.39999999999999,55.599999999999994,19.6,T6
23,14,241.6,176.0,49.2,T7
23,15,43.60000000000001,24.400000000000006,17.000000000000004,None
23,16,258.40000000000003,134.4,35.599999999999994,T5
23,17,218.4,150.4,36.60000000000001,T1
23,18,218.4,150.4,36.60000000000001,T1
23,19,183.60000000000002,94.0,29.200000000000006,T2
23,20,221.6,149.6,38.39999999999999,T0
23,21,221.6,149.6,38.39999999999999,T0
23,22,161.6,126.0,45.99999999999999,T9
23,23,238.4,174.0,50.8,T0
23,24,161.6,126.0,45.99999999999999,T9
24,0,115.0,55.0,20.0,T6
24,1,240.0,175.0,50.0,T0
24,2,160.0,125.0,45.00000000000001,T9
24,3,140.0,170.0,27.499999999999996,T10
24,4,305.0,130.0,45.0,T3
24,5,240.0,175.0,50.0,T0
24,6,140.0,170.0,27.500000000000004,T10
24,7,60.00000000000001,190.0,25.000000000000004,None
24,8,44.99999999999999,24.999999999999996,17.499999999999996,T6
24,9,115.0,55.0,20.0,T6
24,10,110.0,140.0,30.0,T11
24,11,115.0,55.0,20.0,T6
24,12,110.0,140.0,30.0,T11
24,13,115.0,55.0,20.0,T6
24,14,240.0,175.0,50.0,T0
24,15,45.00000000000001,25.000000000000004,17.500000000000004,T6
24,16,260.0,135.0,35.0,T3
24,17,220.0,150.0,37.5,T1
24,18,220.0,150.0,37.5,T1
24,19,185.0,95.0,30.000000000000004,T2
24,20,220.0,150.0,37.5,T1
24,21,220.0,150.0,37.5,T1
24,22,160.0,125.0,44.99999999999999,T4
24,23,240.0,175.0,50.0,T0
24,24,160.0,125.0,44.99999999999999,T4
25,0,116.4,55.6,19.599999999999998,T6
25,1,241.60000000000002,176.0,49.199999999999996,T7
25,2,161.60000000000002,126.0,46.00000000000001,T9
25,3,141.60000000000002,169.6,26.999999999999996,T10
25,4,303.2,130.4,45.6,T3
25,5,238.39999999999998,174.0,50.800000000000004,T0
25,6,138.39999999999998,170.4,28.000000000000004,T10
25,7,61.60000000000001,189.6,25.6,None
25,8,43.599999999999994,24.4,16.999999999999996,None
25,9,113.6,54.4,20.400000000000002,T6
25,10,110.4,138.39999999999998,29.599999999999998,T11
25,11,113.6,54.4,20.400000000000002,T6
25,12,109.6,141.60000000000002,30.400000000000002,T11
25,13,113.6,54.4,20.400000000000002,T6
25,14,238.39999999999998,174.0,50.800000000000004,T0
25,15,46.400000000000006,25.6,18.000000000000004,T6
25,16,261.6,135.6,34.4,T3
25,17,221.60000000000002,149.6,38.400000000000006,T1
25,18,221.60000000000002,149.6,38.400000000000006,T1
25,19,186.4,96.0,30.800000000000004,T2
25,20,218.39999999999998,150.4,36.599999999999994,T1
25,21,218.39999999999998,150.4,36.599999999999994,T1
25,22,158.39999999999998,124.0,43.99999999999999,T4
25,23,241.60000000000002,176.0,49.199999999999996,T7
25,24,158.39999999999998,124.0,43.99999999999999,T4
26,0,117.80000000000001,56.2,19.199999999999996,T6
26,1,243.20000000000002,177.0,48.39999999999999,T7
26,2,163.20000000000002,127.0,47.00000000000001,T9
26,3,143.20000000000002,169.2,26.499999999999996,T10
26,4,301.4,130.8,46.2,T3
26,5,236.79999999999998,173.0,51.60000000000001,T0
26,6,136.79999999999998,170.8,28.500000000000004,T10
26,7,63.20000000000001,189.2,26.200000000000003,None
26,8,42.19999999999999,23.799999999999997,16.499999999999996,None
26,9,112.19999999999999,53.8,20.800000000000004,T6
26,10,110.8,136.79999999999998,29.199999999999996,T11
26,11,112.19999999999999,53.8,20.800000000000004,T6
26,12,109.2,143.20000000000002,30.800000000000004,T11
26,13,112.19999999999999,53.8,20.800000000000004,T6
26,14,236.79999999999998,173.0,51.60000000000001,T0
26,15,47.80000000000001,26.200000000000003,18.500000000000004,T6
26,16,263.2,136.2,33.8,T3
26,17,223.20000000000002,149.2,39.30000000000001,T0
26,18,223.20000000000002,149.2,39.30000000000001,T0
26,19,187.8,97.0,31.600000000000005,T2
