time,tower,x,y,battery_pct
69,A,-5.0,250.0,93.93477435978743
70,A,0.0,250.0,93.86352629677424
71,A,5.0,250.0,93.79547508365273
72,A,10.0,250.0,93.729566216909
73,A,15.0,250.0,93.68454500669397
74,A,20.0,250.0,93.64295193148396
75,A,25.0,250.0,93.60523012928535
76,A,30.0,250.0,93.57059869005882
77,A,35.0,250.0,93.5388659874915
78,A,40.0,250.0,93.5098454596714
79,A,45.0,250.0,93.48335578161051
80,A,50.0,250.0,93.4428684679389
81,A,55.0,250.0,93.40826661821602
82,A,60.0,250.0,93.37659180200242
83,A,65.0,250.0,93.34765945545097
84,A,70.0,250.0,93.30649472501834
85,A,75.0,250.0,93.26936132682687
86,A,80.0,250.0,93.23500257435518
87,A,85.0,250.0,93.20325713694821
88,A,90.0,250.0,93.17397156889787
89,A,95.0,250.0,93.15377734080838
90,A,100.0,250.0,93.13532168800242
91,A,105.0,250.0,93.1181130849947
92,A,110.0,250.0,93.1025646836123
93,A,115.0,250.0,93.08832307296427
94,A,120.0,250.0,93.07504563730154
95,A,125.0,250.0,93.05693223043964
96,A,130.0,250.0,93.04002308939242
97,A,135.0,250.0,93.01178128097017
98,A,140.0,250.0,92.98537739802462
99,A,145.0,250.0,92.95033021200034
100,A,147.83932826835795,387.781544901299,92.92615421753672
101,A,147.955367982883,392.8386688456554,92.90060730865783
102,A,148.11952626694836,397.9555192841272,92.87499433736947
103,A,148.32119800318537,403.12114915145116,92.847391246805
104,A,148.54961747007067,408.32452197024793,92.81881863253984
105,A,148.7938674311746,413.5545276077559,92.78937562955105
106,A,149.04288570458212,418.7999925633719,92.75868674153577
107,A,149.2854689781487,424.0496855807059,92.72638516957421
108,A,149.51027376934738,429.2923190208295,92.69750384338711
109,A,149.70581450789663,434.5165461039257,92.67259554210374
110,A,149.8604587861707,439.7109538041361,92.64585964183493
111,A,149.96241991475708,444.86405084593156,92.6284394105622
112,A,149.99974708243275,449.96424988001297,92.60706217059798
113,A,150.0,555.0,92.57521522898472
114,A,150.0,560.11875,92.54176829252424
115,A,150.0,565.45,92.5065122259713
116,A,150.0,570.95625,92.46041182694795
117,A,150.0,576.6,92.40001048897065
118,A,150.0,582.34375,92.29326847531506
119,A,150.0,588.15,92.18451209724743
120,A,150.0,593.98125,92.07325028322335
121,A,150.0,599.8,91.95900724505663
122,A,150.0,605.56875,91.84208064443446
123,A,150.0,611.25,91.78960759593487
124,A,150.0,616.80625,91.73724411817601
125,A,150.0,622.2,91.6849825716382
126,A,150.40707826022665,642.2728488230878,91.63055561502694
127,A,150.8141565204533,637.2894476461755,91.57762593650004
128,A,151.22123478067996,632.3060464692633,91.52616802336647
129,A,151.62831304090662,627.322645292351,91.47615651055288
130,A,152.03539130113327,622.3392441154388,91.42756618147345
131,A,152.44246956135993,617.3558429385265,91.38037196891547
132,A,152.84954782158658,612.3724417616143,91.3345489559411
133,A,153.25662608181324,607.389040584702,91.29007237680585
134,A,153.6637043420399,602.4056394077897,91.24691761789427
135,A,154.07078260226655,597.4222382308775,91.20506021867337
136,A,154.4778608624932,592.4388370539652,91.16163195318472
137,A,154.88493912271986,587.455435877053,91.11971407534426
138,A,155.2920173829465,582.4720347001407,91.07926753832936
139,A,155.69909564317317,577.4886335232285,91.04025375433238
140,A,156.10617390339982,572.5052323463162,91.00263460195622
141,A,156.51325216362648,567.521831169404,90.9663724340507
142,A,156.92033042385313,562.5384299924917,90.9314300860398
143,A,157.32740868407978,557.5550288155795,90.89777088479681
144,A,157.73448694430644,552.5716276386672,90.86535865813565
145,A,158.1415652045331,547.588226461755,90.83415774499879
146,A,158.54864346475975,542.6048252848427,90.80413300643839
147,A,158.9557217249864,537.6214241079305,90.77524983750749
148,A,159.36279998521306,532.6380229310182,90.74747418020435
149,A,159.7698782454397,527.654621754106,90.7207725376469
150,A,160.17695650566637,522.6712205771937,90.69511198970025
151,A,160.58403476589302,517.6878194002815,90.67046021034109
152,A,160.99111302611968,512.7044182233692,90.64678548712781
153,A,161.39819128634633,507.7210170464569,90.62405674326462
154,A,161.805269546573,502.7376158695446,90.60224356292021
155,A,162.21234780679964,497.7542146926323,90.5813162207145
156,A,162.6194260670263,492.77081351571996,90.5612457166668
157,A,163.02650432725295,487.78741233880766,90.5420038184668
158,A,163.43358258747963,482.80401116189535,90.52356311373002
159,A,163.84066084770632,477.82060998498304,90.50589707570592
160,A,164.24773910793297,472.8372088080707,90.48898014475691
161,A,164.65481736815966,467.8538076311584,90.47278781359849
162,A,165.0618956283863,462.8704064542461,90.45729663072973
163,A,165.468973888613,457.8870052773338,90.4424838703323
164,A,165.87605214883965,452.9036041004215,90.42832679603107
165,A,166.28313040906633,447.9202029235092,90.41480209862098
166,A,166.69020866929299,442.93680174659687,90.40191701797612
167,A,167.09728692951967,437.95340056968456,90.38963430640487
168,A,167.50436518974632,432.96999939277225,90.37793525397747
169,A,167.911443449973,427.98659821585994,90.36680135334814
170,A,168.31852171019966,423.00319703894763,90.35621430203712
171,A,168.72559997042634,418.0197958620353,90.33401723375319
172,A,169.13267823065303,413.036394685123,90.31297644116052
173,A,169.53975649087968,408.0529935082107,90.29305316927633
174,A,169.94683475110637,403.0695923312984,90.27420911311246
175,A,170.35391301133302,398.0861911543861,90.25640642308957
176,A,170.7609912715597,393.1027899774738,90.23960771065077
177,A,171.16806953178636,388.11938880056147,90.22377605408775
178,A,171.57514779201304,383.13598762364916,90.20466732440828
179,A,171.9822260522397,378.15258644673685,90.18670884593624
180,A,172.38930431246638,373.16918526982454,90.16981564275413
181,A,172.79638257269306,368.18578409291223,90.1367024974891
182,A,173.20346083291972,363.2023829159999,90.10585086809445
183,A,173.6105390931464,358.2189817390876,90.07711363982416
184,A,174.01761735337305,353.2355805621753,90.05034586948483
185,A,174.42469561359974,348.252179385263,90.02540445830249
186,A,174.8317738738264,343.2687782083507,90.00214782022323
187,A,175.23885213405308,338.2853770314384,89.98043555993078
188,A,175.64593039427973,333.30197585452606,89.96012817388277
189,A,176.0530086545064,328.31857467761375,89.92362358739236
190,A,176.46008691473307,323.33517350070144,89.88904190293036
191,A,176.86716517495975,318.35177232378913,89.85511403412225
192,A,177.2742434351864,313.3683711468768,89.82273968861658
193,A,177.6813216954131,308.3849699699645,89.79172101819725
194,A,178.08839995563977,303.4015687930522,89.76322856722649
195,A,178.49547821586643,298.4181676161399,89.72496347360389
196,A,178.9025564760931,293.4347664392276,89.687967971225
197,A,179.30963473631977,288.4513652623153,89.65186433266204
198,A,179.71671299654645,283.46796408540297,89.61654245252583
199,A,204.25389842473288,278.6043703081743,89.58166140395284
200,A,209.04467184946577,277.1731156163486,89.53335558042087
201,A,213.83544527419866,275.7418609245229,89.48945285345214
202,A,218.62621869893155,274.3106062326972,89.44948263716674
203,A,223.41699212366444,272.8793515408715,89.39731943396981
204,A,228.20776554839733,271.4480968490458,89.34989956057422
205,A,232.99853897313022,270.0168421572201,89.29793487754664
206,A,237.7893123978631,268.5855874653944,89.23409357697882
207,A,242.580085822596,267.1543327735687,89.17602916135449
208,A,247.3708592473289,265.723078081743,89.12395395922968
209,A,252.16163267206178,264.2918233899173,89.07695589419534
210,A,256.9524060967947,262.8605686980916,89.03399906689981
211,A,261.74317952152757,261.4293140062659,88.99485348676447
212,A,266.53395294626046,259.9980593144402,88.95892885216088
213,A,271.32472637099335,258.56680462261454,88.9257612547646
214,A,276.11549979572624,257.1355499307889,88.89489532279823
215,A,280.9062732204591,255.70429523896323,88.86587683269343
216,A,285.697046645192,254.27304054713755,88.83827425774358
217,A,290.4878200699249,252.84178585531188,88.80389415635457
218,A,295.2785934946578,251.4105311634862,88.7528726968781
219,A,336.303125,250.0,88.69291043998987
220,A,341.4,250.0,88.63736577119008
221,A,346.596875,250.0,88.58074062758192
222,A,351.875,250.0,88.52888602746954
223,A,357.215625,250.0,88.43883935757545
224,A,362.6,250.0,88.33199347441847
225,A,368.009375,250.0,88.22396452364329
226,A,373.425,250.0,88.11648733165534
227,A,378.828125,250.0,88.00912140769539
228,A,384.2,250.0,87.90141570318426
229,A,389.521875,250.0,87.79291080061732
230,A,394.775,250.0,87.6585553791038
231,A,399.940625,250.0,87.5221014630019
232,A,505.0,250.0,87.33074180808177
233,A,510.11875,250.0,87.14491033343637
234,A,515.45,250.0,86.95374901772188
235,A,520.95625,250.0,86.77416503072754
236,A,526.6,250.0,86.58983582353905
237,A,532.34375,250.0,86.42684110630674
238,A,538.15,250.0,86.2606970587361
239,A,543.98125,250.0,86.07899735473354
240,A,549.8,250.0,85.89475359430143
241,A,555.56875,250.0,85.71244304208295
242,A,561.25,250.0,85.52944014851043
243,A,566.80625,250.0,85.34362278471939
244,A,572.2,250.0,85.15844749880323
245,A,592.25625,250.0,84.96330855517422
246,A,587.25625,250.0,84.77593678428681
247,A,582.25625,250.0,84.58212072694776
248,A,577.25625,250.0,84.40385527454548
249,A,572.25625,250.0,84.23933990219518
250,A,567.25625,250.0,84.08080998736288
251,A,562.25625,250.0,83.92802225082696
252,A,557.25625,250.0,83.76716537452408
253,A,552.25625,250.0,83.61744041089668
254,A,547.25625,250.0,83.47348947771722
255,A,542.25625,250.0,83.33505353207744
256,A,537.25625,250.0,83.20187797663343
257,A,532.25625,250.0,83.07371270822297
258,A,527.25625,250.0,82.95031211929135
259,A,522.25625,250.0,82.83143504633618
260,A,517.25625,250.0,82.71578176190671
261,A,512.25625,250.0,82.58428780261502
262,A,507.25625,250.0,82.4588949499398
263,A,502.25625,250.0,82.33923205654428
264,A,497.25625,250.0,82.22493458492995
265,A,492.25625,250.0,82.11564472097118
266,A,487.25625,250.0,82.00295928545391
267,A,482.25625,250.0,81.89571094388542
268,A,477.25625,250.0,81.79346175394862
269,A,472.25625,250.0,81.7034831703725
270,A,467.25625,250.0,81.61351553224647
271,A,462.25625,250.0,81.52820236963481
272,A,457.25625,250.0,81.44720503386326
273,A,452.25625,250.0,81.3701931902689
274,A,447.25625,250.0,81.29684505182696
275,A,442.25625,250.0,81.21721651231174
276,A,437.25625,250.0,81.14183578231616
277,A,432.25625,250.0,81.07044770388386
278,A,427.25625,250.0,81.0037612861521
279,A,422.25625,250.0,80.94026908837961
280,A,417.25625,250.0,80.87980038244737
281,A,412.25625,250.0,80.82218535573872
282,A,407.25625,250.0,80.7672552040646
283,A,402.25625,250.0,80.71484223166375
284,A,397.25625,250.0,80.6647799556832
285,A,392.25625,250.0,80.61690321500276
286,A,387.25625,250.0,80.57749396754775
287,A,382.25625,250.0,80.54052710315571
288,A,377.25625,250.0,80.50587411309135
289,A,372.25625,250.0,80.4711729959258
290,A,367.25625,250.0,80.43904780491957
291,A,362.25625,250.0,80.40759554898513
292,A,357.25625,250.0,80.37876955577347
293,A,352.25625,250.0,80.3523089848863
294,A,347.25625,250.0,80.32823818995858
295,A,342.25625,250.0,80.30466617383641
296,A,337.25625,250.0,80.28311412746004
297,A,332.25625,250.0,80.26329422062952
298,A,327.25625,250.0,80.24667729866897
299,A,322.25625,250.0,80.21866749742867
300,A,317.25625,250.0,80.19239890949905
301,A,312.25625,250.0,80.16764686880245
302,A,307.25625,250.0,80.14420667837175
303,A,302.25625,250.0,80.12190237553443
304,A,297.25625,250.0,80.10057661363875
305,A,292.25625,250.0,80.04664737070387
306,A,287.25625,250.0,79.97895439701047
307,A,282.25625,250.0,79.91453117666066
308,A,277.25625,250.0,79.8529650106498
309,A,272.25625,250.0,79.80779411242074
310,A,267.25625,250.0,79.76592924072733
311,A,262.25625,250.0,79.72710361007196
312,A,257.25625,250.0,79.69108941577348
313,A,252.25625000000002,250.0,79.65767239355318
314,A,247.25625000000002,250.0,79.62673685152679
315,A,242.25625000000002,250.0,79.59813442593274
316,A,237.25625000000002,250.0,79.57180000901201
317,A,232.25625000000002,250.0,79.54772692998367
318,A,227.25625000000002,250.0,79.5083988479935
319,A,222.25625000000002,250.0,79.45434790629224
320,A,217.25625000000002,250.0,79.42015785962444
321,A,212.25625000000002,250.0,79.38832904671737
322,A,207.25625000000002,250.0,79.36068764655528
323,A,202.25625000000002,250.0,79.33868062156313
324,A,197.25625000000002,250.0,79.31767192894857
325,A,192.25625000000002,250.0,79.29760304186811
326,A,187.25625000000002,250.0,79.27841543606918
327,A,182.25625000000002,250.0,79.25927238537247
328,A,177.25625000000002,250.0,79.24115995850678
329,A,172.25625000000002,250.0,79.22395599527434
330,A,167.25625000000002,250.0,79.1918066288219
331,A,162.25625000000002,250.0,79.16194099052994
332,A,157.25625000000002,250.0,79.13429941509649
333,A,152.25625000000002,250.0,79.1085028534912
334,A,-8.27595641593041,405.13540579477706,79.06068938603977
335,A,-12.767081308148134,407.70417928222844,79.00687843714766
336,A,-17.63238301507982,410.3796494012232,78.95159673099043
337,A,-22.819558326180932,413.13826948863573,78.89447096964838
338,A,-28.27487852603356,415.95800340381027,78.85485791179762
339,A,-33.94376549362023,418.81779623751896,78.82619333131606
340,A,-39.771109443101096,421.69725456499054,78.79646560118655
341,A,-45.70145216177155,424.57644858319287,78.76534600967027
342,A,-51.67909603602831,427.4357883045358,78.72838354112427
343,A,-57.64816958905007,430.2559474110575,78.68943248176386
344,A,-63.55266548908876,433.0178206149722,78.64806860350672
345,A,-69.33645886202719,435.7025082623227,78.59913387071515
346,A,-74.9433083589768,438.2913284052755,78.54631843668862
347,A,-80.31683735639315,440.7658642777741,78.48918714850232
348,A,-85.40048524055369,443.1080680178952,78.42139897935256
349,A,-92.57075445491381,450.5252303482428,78.33800028499229
350,A,-87.94463390982762,452.4223356964856,78.25186286064
351,A,-83.31851336474142,454.3194410447284,78.16941220537865
352,A,-78.69239281965523,456.2165463929712,78.09345589322727
353,A,-74.06627227456903,458.113651741214,78.01477610026186
354,A,-69.44015172948284,460.01075708945683,77.93320470747882
355,A,-64.81403118439664,461.90786243769963,77.8302703272648
356,A,-60.18791063931045,463.80496778594244,77.70008541989021
357,A,-55.561790094224264,465.70207313418524,77.56585570747983
358,A,-50.935669549138076,467.59917848242804,77.46669244414336
359,A,-46.30954900405189,469.49628383067085,77.37861888855105
360,A,-41.6834284589657,471.39338917891365,77.28420718445237
361,A,-37.05730791387951,473.29049452715645,77.20074576469969
362,A,-32.431187368793324,475.18759987539926,77.11539895821844
363,A,-27.805066823707136,477.08470522364206,77.01250368529102
364,A,-23.17894627862095,478.98181057188486,76.91095578151828
365,A,-18.55282573353476,480.87891592012767,76.80833183997245
366,A,-13.926705188448572,482.77602126837047,76.70438981914745
367,A,-9.300584643362384,484.6731266166133,76.59889964612434
368,A,-4.6744640982761965,486.5702319648561,76.5026118119272
369,A,-0.04834355319000938,488.4673373130989,76.39971468913834
370,A,4.577776991896178,490.3644426613417,76.29671767575633
371,A,9.203897536982366,492.2615480095845,76.20183953462171
372,A,13.830018082068554,494.1586533578273,76.10710050141925
373,A,18.45613862715474,496.0557587060701,76.01909637632778
374,A,23.082259172240928,497.9528640543129,75.93158831394871
375,A,27.708379717327112,499.8499694025557,75.84443050803968
376,A,32.3345002624133,501.7470747507985,75.75747959900676
377,A,36.96062080749949,503.6441800990413,75.67059512838044
378,A,41.586741352585676,505.5412854472841,75.58363924807016
379,A,46.212861897671864,507.4383907955269,75.48615022876967
380,A,50.83898244275805,509.3354961437697,75.38906677206369
381,A,55.46510298784424,511.2326014920125,75.29012275587007
382,A,60.09122353293043,513.1297068402554,75.19037463621933
383,A,64.71734407801661,515.0268121884982,75.10797951848646
384,A,69.34346462310279,516.923917536741,75.02810542793583
385,A,73.96958516818897,518.8210228849838,74.94852249176293
386,A,78.59570571327515,520.7181282332266,74.86902848609923
387,A,83.22182625836133,522.6152335814694,74.80121733778982
388,A,87.84794680344751,524.5123389297122,74.72826675164552
389,A,92.4740673485337,526.409444277955,74.66373421148622
390,A,97.10018789361988,528.3065496261978,74.60053547446044
391,A,101.72630843870606,530.2036549744406,74.5385697948689
392,A,106.35242898379224,532.1007603226834,74.47774092168017
393,A,110.97854952887842,533.9978656709262,74.41795462326243
394,A,115.6046700739646,535.894971019169,74.35911586480333
395,A,120.23079061905078,537.7920763674118,74.30112700053265
396,A,124.85691116413696,539.6891817156546,74.24421925754996
397,A,129.48303170922313,541.5862870638974,74.18810007827489
398,A,134.1091522543093,543.4833924121402,74.13270507305327
399,A,138.73527279939546,545.380497760383,74.0779712122308
400,A,143.36139334448163,547.2776031086258,74.0238367328259
401,A,147.9875138895678,549.1747084568688,73.97024098074343
402,A,150.0,555.0,73.91620163368562
403,A,150.0,560.11875,73.86184826635296
404,A,150.0,565.45,73.7990452742503
405,A,150.0,570.95625,73.73682038459049
406,A,150.0,576.6,73.67494993773563
407,A,150.0,582.34375,73.61321560453665
408,A,150.0,588.15,73.5514048141789
409,A,150.0,593.98125,73.48931166882926
410,A,150.0,599.8,73.42673841732774
411,A,150.0,605.56875,73.36349739303327
412,A,150.0,611.25,73.3014652716911
413,A,150.0,616.80625,73.23888181100175
414,A,150.0,622.2,73.17567608575214
415,A,150.40707826022665,642.2728488230878,73.10726803963077
416,A,150.8141565204533,637.2894476461755,73.04113166975118
417,A,151.22123478067996,632.3060464692633,72.97716546181802
418,A,151.62831304090662,627.322645292351,72.91526041201867
419,A,152.03539130113327,622.3392441154388,72.85530139222249
420,A,152.44246956135993,617.3558429385265,72.79716799927279
421,A,152.84954782158658,612.3724417616143,72.73772039717134
422,A,153.25662608181324,607.389040584702,72.68042356701234
423,A,153.6637043420399,602.4056394077897,72.6250716015663
424,A,154.07078260226655,597.4222382308775,72.57127904486373
425,A,154.4778608624932,592.4388370539652,72.5188730983147
426,A,154.88493912271986,587.455435877053,72.46759169988995
427,A,155.2920173829465,582.4720347001407,72.41675226735107
428,A,155.69909564317317,577.4886335232285,72.36475669616328
429,A,156.10617390339982,572.5052323463162,72.31468949589596
430,A,156.51325216362648,567.521831169404,72.26630974515717
431,A,156.92033042385313,562.5384299924917,72.21937759252975
432,A,157.32740868407978,557.5550288155795,72.17365583418477
433,A,157.73448694430644,552.5716276386672,72.11617977096128
434,A,158.1415652045331,547.588226461755,72.06059236090965
435,A,158.54864346475975,542.6048252848427,72.00663461560339
436,A,158.9557217249864,537.6214241079305,71.95306119147783
437,A,159.36279998521306,532.6380229310182,71.89772601617882
438,A,159.7698782454397,527.654621754106,71.8444351055451
439,A,160.17695650566637,522.6712205771937,71.79698235480183
440,A,160.58403476589302,517.6878194002815,71.75078361081827
441,A,160.99111302611968,512.7044182233692,71.69342937400387
442,A,161.39819128634633,507.7210170464569,71.65144639287655
443,A,161.805269546573,502.7376158695446,71.61031302845817
444,A,162.21234780679964,497.7542146926323,71.56981920808688
445,A,162.6194260670263,492.77081351571996,71.52751266819678
446,A,163.02650432725295,487.78741233880766,71.48469687630214
447,A,163.43358258747963,482.80401116189535,71.44267133961384
448,A,163.84066084770632,477.82060998498304,71.40114367614845
449,A,164.24773910793297,472.8372088080707,71.35465810093731
450,A,164.65481736815966,467.8538076311584,71.31028990194638
451,A,165.0618956283863,462.8704064542461,71.26783201525605
452,A,165.468973888613,457.8870052773338,71.22886417822919
453,A,165.87605214883965,452.9036041004215,71.19135594776523
454,A,166.28313040906633,447.9202029235092,71.16586779674451
455,A,166.69020866929299,442.93680174659687,71.11188890231503
456,A,167.09728692951967,437.95340056968456,71.04273417718773
457,A,167.50436518974632,432.96999939277225,70.97778827777523
458,A,167.911443449973,427.98659821585994,70.88586003055927
459,A,168.31852171019966,423.00319703894763,70.7973396865021
460,A,168.72559997042634,418.0197958620353,70.69373165842396
461,A,169.13267823065303,413.036394685123,70.61187097699401
462,A,169.53975649087968,408.0529935082107,70.52988947991653
463,A,169.94683475110637,403.0695923312984,70.4504657314818
464,A,170.35391301133302,398.0861911543861,70.35930888327522
465,A,170.7609912715597,393.1027899774738,70.27395168744793
466,A,171.16806953178636,388.11938880056147,70.17573543998321
467,A,171.57514779201304,383.13598762364916,70.08138346357865
468,A,171.9822260522397,378.15258644673685,69.99153553092235
469,A,172.38930431246638,373.16918526982454,69.90185578920159
470,A,172.79638257269306,368.18578409291223,69.83295837695435
471,A,173.20346083291972,363.2023829159999,69.7700670092504
472,A,173.6105390931464,358.2189817390876,69.70672486577548
473,A,174.01761735337305,353.2355805621753,69.64664796910222
474,A,174.42469561359974,348.252179385263,69.59032295763389
475,A,174.8317738738264,343.2687782083507,69.53722990917879
476,A,175.23885213405308,338.2853770314384,69.48957908655277
477,A,175.64593039427973,333.30197585452606,69.43334914532646
478,A,176.0530086545064,328.31857467761375,69.37240818352095
479,A,176.46008691473307,323.33517350070144,69.31498942559524
480,A,176.86716517495975,318.35177232378913,69.25817471795915
481,A,177.2742434351864,313.3683711468768,69.20462746698448
482,A,177.6813216954131,308.3849699699645,69.1541949514847
483,A,178.08839995563977,303.4015687930522,69.09141428818674
484,A,178.49547821586643,298.4181676161399,69.01532063844962
485,A,178.9025564760931,293.4347664392276,68.95111602338632
486,A,179.30963473631977,288.4513652623153,68.8760173119668
487,A,179.71671299654645,283.46796408540297,68.80733329152974
488,A,204.25389842473288,278.6043703081743,68.74466443176851
489,A,209.04467184946577,277.1731156163486,68.68652909318074
490,A,213.83544527419866,275.7418609245229,68.63242931176809
491,A,218.62621869893155,274.3106062326972,68.58180350533762
492,A,223.41699212366444,272.8793515408715,68.5342735460058
493,A,228.20776554839733,271.4480968490458,68.48977010594407
494,A,232.99853897313022,270.0168421572201,68.44757125853803
495,A,237.7893123978631,268.5855874653944,68.4072700235659
496,A,242.580085822596,267.1543327735687,68.36847024699773
497,A,247.3708592473289,265.723078081743,68.33171449222091
498,A,252.16163267206178,264.2918233899173,68.28034942639457
499,A,256.9524060967947,262.8605686980916,68.23164273944599
500,A,261.74317952152757,261.4293140062659,68.18609701477712
501,A,266.53395294626046,259.9980593144402,68.10974370060275
502,A,271.32472637099335,258.56680462261454,68.02130314833065
503,A,276.11549979572624,257.1355499307889,67.93866287993802
504,A,280.9062732204591,255.70429523896323,67.82700430260459
505,A,285.697046645192,254.27304054713755,67.72318718253717
506,A,290.4878200699249,252.84178585531188,67.63906598959115
507,A,295.2785934946578,251.4105311634862,67.56013104745524
508,A,336.303125,250.0,67.48426050177
509,A,341.4,250.0,67.40047980291959
510,A,346.596875,250.0,67.32080876028847
511,A,351.875,250.0,67.24463797560445
512,A,357.215625,250.0,67.17136095090156
513,A,362.6,250.0,67.11616567653303
514,A,368.009375,250.0,67.0633910213714
515,A,373.425,250.0,67.01268993652035
516,A,378.828125,250.0,66.96126061828232
517,A,384.2,250.0,66.91233455274387
518,A,389.521875,250.0,66.86512519303298
519,A,394.775,250.0,66.8193012361877
520,A,399.940625,250.0,66.77455048426152
521,A,505.0,250.0,66.68596941190087
522,A,510.11875,250.0,66.60450856024872
523,A,515.45,250.0,66.52982660348006
524,A,520.95625,250.0,66.4560314186778
525,A,526.6,250.0,66.38292404156164
526,A,532.34375,250.0,66.31031355274301
527,A,538.15,250.0,66.23801381075461
528,A,543.98125,250.0,66.16111468327365
529,A,549.8,250.0,66.08495769262994
530,A,555.56875,250.0,66.00925985106704
531,A,561.25,250.0,65.93135733119195
532,A,566.80625,250.0,65.85383716251238
533,A,572.2,250.0,65.78075384766473
534,A,592.25625,250.0,65.70323977633318
535,A,587.25625,250.0,65.62956610509812
536,A,582.25625,250.0,65.55876024936585
537,A,577.25625,250.0,65.49081421777983
538,A,572.25625,250.0,65.40863878670628
539,A,567.25625,250.0,65.32885230832144
540,A,562.25625,250.0,65.25538197724127
541,A,557.25625,250.0,65.18565930240092
542,A,552.25625,250.0,65.11945273338023
543,A,547.25625,250.0,65.05653678056548
544,A,542.25625,250.0,64.99669194713239
545,A,537.25625,250.0,64.93970458200124
546,A,532.25625,250.0,64.88536661311166
547,A,527.25625,250.0,64.83330084139723
548,A,522.25625,250.0,64.78149517120725
549,A,517.25625,250.0,64.73235704558252
550,A,512.25625,250.0,64.68084128842663
551,A,507.25625,250.0,64.63126762210497
552,A,502.25625,250.0,64.58344030798071
553,A,497.25625,250.0,64.53716483273372
554,A,492.25625,250.0,64.48501944453587
555,A,487.25625,250.0,64.43301304097872
556,A,482.25625,250.0,64.3793434009812
557,A,477.25625,250.0,64.32780056722504
558,A,472.25625,250.0,64.27333411561082
559,A,467.25625,250.0,64.21994707728207
560,A,462.25625,250.0,64.1673842439377
561,A,457.25625,250.0,64.11292565793273
562,A,452.25625,250.0,64.05872459694382
563,A,447.25625,250.0,64.00064604559127
564,A,442.25625,250.0,63.9432876996909
565,A,437.25625,250.0,63.886429909118924
566,A,432.25625,250.0,63.829869100989114
567,A,427.25625,250.0,63.77341830179667
568,A,422.25625,250.0,63.71690770558467
569,A,417.25625,250.0,63.64357947657777
570,A,412.25625,250.0,63.56849269174899
571,A,407.25625,250.0,63.49661904339282
572,A,402.25625,250.0,63.41988938614583
573,A,397.25625,250.0,63.3448766173311
574,A,392.25625,250.0,63.26971878699747
575,A,387.25625,250.0,63.194915932615025
576,A,382.25625,250.0,63.12029361473329
