timestamp_min,tower_id,tower_x,tower_y,tower_z,move_pw,idle_pw,mesh_pw,truck_pw,total_pw,volt,batt_pct,current_A,ah_step,energy_wh,conn_trucks,conn_towers,T0_x,T0_y,T0_z,T0_dist2D_tower,T0_conn,T1_x,T1_y,T1_z,T1_dist2D_tower,T1_conn,T2_x,T2_y,T2_z,T2_dist2D_tower,T2_conn,T3_x,T3_y,T3_z,T3_dist2D_tower,T3_conn,T4_x,T4_y,T4_z,T4_dist2D_tower,T4_conn,T5_x,T5_y,T5_z,T5_dist2D_tower,T5_conn,T6_x,T6_y,T6_z,T6_dist2D_tower,T6_conn,T7_x,T7_y,T7_z,T7_dist2D_tower,T7_conn,T8_x,T8_y,T8_z,T8_dist2D_tower,T8_conn,T9_x,T9_y,T9_z,T9_dist2D_tower,T9_conn,T10_x,T10_y,T10_z,T10_dist2D_tower,T10_conn,T11_x,T11_y,T11_z,T11_dist2D_tower,T11_conn,T12_x,T12_y,T12_z,T12_dist2D_tower,T12_conn,T13_x,T13_y,T13_z,T13_dist2D_tower,T13_conn,T14_x,T14_y,T14_z,T14_dist2D_tower,T14_conn,T15_x,T15_y,T15_z,T15_dist2D_tower,T15_conn,T16_x,T16_y,T16_z,T16_dist2D_tower,T16_conn,T17_x,T17_y,T17_z,T17_dist2D_tower,T17_conn,T18_x,T18_y,T18_z,T18_dist2D_tower,T18_conn,T19_x,T19_y,T19_z,T19_dist2D_tower,T19_conn,T20_x,T20_y,T20_z,T20_dist2D_tower,T20_conn,T21_x,T21_y,T21_z,T21_dist2D_tower,T21_conn,T22_x,T22_y,T22_z,T22_dist2D_tower,T22_conn,T23_x,T23_y,T23_z,T23_dist2D_tower,T23_conn,T24_x,T24_y,T24_z,T24_dist2D_tower,T24_conn,T25_x,T25_y,T25_z,T25_dist2D_tower,T25_conn,T26_x,T26_y,T26_z,T26_dist2D_tower,T26_conn,T27_x,T27_y,T27_z,T27_dist2D_tower,T27_conn,T28_x,T28_y,T28_z,T28_dist2D_tower,T28_conn,T29_x,T29_y,T29_z,T29_dist2D_tower,T29_conn
2.183,0,150.0,30.14,-8.89,4,3,495.16,191.186,693.346,26.369,97.04,26.2939,0.007304,385.7454,T1;T5;T8;T9;T12,1;2,50.0,-350.0,-112.72,393.08,None,100.0,-200.0,-150.42,235.51,0,620.12,200.0,14.82,499.87,None,90.67,659.33,-129.25,631.97,1,750.0,-170.0,-89.17,632.5,None,180.0,200.0,25.54,172.49,0,600.0,400.0,9.38,582.49,None,180.0,250.0,20.97,221.89,1,150.0,-100.0,-73.93,130.14,0,150.0,-152.15,-103.61,182.29,0,230.0,250.0,24.4,233.96,1,440.02,250.0,23.87,363.94,1,150.0,-126.07,-88.77,156.22,0,0.0,400.0,-9.57,399.12,1,-439.67,350.0,-154.56,670.83,None,71.68,650.0,-115.43,624.78,1,650.0,300.0,7.92,568.17,None,-350.0,150.0,-146.44,514.16,None,720.06,200.0,13.74,594.83,None,600.0,0.0,-71.55,451.01,None,559.93,250.0,19.37,465.17,None,200.0,280.0,19.69,254.81,1,40.41,250.0,5.24,245.66,1,589.89,250.0,17.91,491.78,None,600.0,229.88,15.64,492.34,None,-200.0,250.35,-56.26,413.51,None,300.0,250.0,25.31,266.15,1,150.0,597.15,-84.39,567.01,1,600.0,-46.88,-96.17,456.54,None,150.0,650.0,-112.81,619.86,1
2.2,0,150.0,32.03,-8.22,4,3,482.831,239.177,729.008,26.367,96.99,27.6486,0.00768,385.5429,T1;T5;T8;T9;T12,1;2,79.29,-355.86,-115.46,394.28,None,79.31,-220.69,-157.02,262.42,0,600.0,200.0,12.99,480.33,None,100.0,650.0,-125.34,619.99,1,750.0,-150.0,-99.79,627.0,None,200.0,200.0,27.07,175.26,0,600.0,430.0,9.81,600.73,None,200.0,250.0,24.01,223.63,1,150.0,-73.64,-59.61,105.66,0,150.0,-178.22,-118.44,210.25,0,259.99,250.0,24.79,244.15,1,410.03,250.0,24.66,339.31,1,150.0,-152.15,-103.61,184.17,0,21.02,378.98,-5.51,370.15,1,-450.0,350.0,-155.45,679.05,None,43.36,650.0,-105.53,627.11,1,650.0,320.0,8.15,577.0,None,-379.97,150.0,-147.87,542.94,None,700.0,200.0,15.03,575.08,None,600.0,-26.56,-85.5,453.8,None,589.89,250.0,17.91,490.94,None,180.0,280.0,15.05,249.78,1,10.62,250.0,1.74,258.73,1,600.0,250.0,17.42,500.01,None,600.0,250.0,17.42,500.01,None,-200.0,250.0,-56.28,412.33,None,270.0,250.0,24.92,248.82,1,150.0,570.73,-70.18,538.7,1,600.0,-20.32,-82.22,453.03,None,120.9,650.0,-120.1,618.66,1
2.217,0,150.0,33.91,-7.54,4,3,470.688,260.7,738.387,26.365,96.94,28.0067,0.00778,385.3378,T1;T8;T9;T12,1;2,108.59,-361.72,-118.2,397.79,None,58.61,-241.39,-163.62,290.07,0,600.0,229.88,15.64,490.82,None,129.1,650.0,-118.04,616.44,1,729.74,-129.74,-108.67,602.39,None,200.0,229.94,25.24,202.31,1,600.0,459.99,10.23,619.71,None,230.0,250.0,24.4,230.42,1,150.0,-47.27,-45.3,81.18,0,150.0,-200.0,-130.84,233.91,0,289.99,250.0,25.18,257.47,1,400.0,250.0,24.92,330.45,1,150.0,-178.22,-118.44,212.13,0,42.04,357.96,-1.45,341.56,1,-463.41,323.18,-156.41,678.19,None,15.05,650.0,-95.62,630.7,1,650.0,300.0,7.92,566.39,None,-409.93,150.0,-149.31,571.84,None,670.04,200.0,16.54,545.92,None,600.0,-53.12,-99.45,458.34,None,600.0,250.0,17.42,499.19,None,168.37,307.13,9.68,273.83,1,-19.18,250.0,-1.76,274.44,1,600.0,279.82,14.15,512.81,None,570.04,250.0,18.88,472.36,None,-174.05,250.0,-41.22,389.49,1,240.01,250.0,24.53,234.08,1,150.0,550.0,-59.04,516.09,1,600.0,0.0,-71.55,451.28,None,100.0,650.0,-125.34,618.11,1
2.233,0,150.0,35.8,-6.87,4,3,458.729,291.914,757.643,26.362,96.89,28.7396,0.007983,385.1273,T1;T8;T9;T12,1;2,137.88,-367.58,-120.94,403.55,None,50.0,-250.0,-166.36,302.79,0,600.0,250.0,17.42,498.38,None,150.0,650.0,-112.81,614.2,1,709.47,-109.47,-117.55,578.03,None,200.0,250.0,24.01,219.96,1,600.0,489.99,10.65,639.37,None,259.99,250.0,24.79,240.8,1,150.0,-20.91,-30.98,56.7,0,122.07,-200.0,-141.78,237.44,0,300.0,250.0,25.31,261.5,1,370.0,250.0,25.04,307.06,1,150.0,-200.0,-130.84,235.8,0,50.0,350.0,0.09,329.73,1,-476.82,296.36,-157.37,678.82,None,0.0,650.0,-90.36,632.26,1,620.1,300.0,10.32,539.25,None,-439.9,150.0,-150.74,600.85,None,650.0,200.0,17.54,526.27,None,600.0,-79.68,-113.39,464.58,None,600.0,220.12,14.78,486.29,None,156.75,334.26,4.31,298.54,1,-48.97,250.0,-5.27,292.36,1,600.0,300.0,11.93,521.83,None,540.07,250.0,20.33,445.02,None,-150.0,250.0,-27.27,368.62,1,210.01,250.0,24.14,222.45,1,150.0,521.7,-49.08,485.91,1,600.0,26.78,-58.03,450.09,None,71.68,650.0,-115.43,619.18,1
2.25,0,150.0,37.68,-6.2,4,3,446.955,323.042,776.998,26.36,96.83,29.4765,0.008188,384.9115,T1;T8;T9;T12,1;2,150.0,-370.0,-122.08,407.68,None,50.0,-270.0,-160.9,323.52,0,600.0,279.82,14.15,511.01,None,150.0,623.58,-98.6,585.9,1,700.0,-100.0,-121.7,566.97,None,230.0,250.0,24.4,226.89,1,600.0,500.0,10.79,645.17,None,289.99,250.0,25.18,254.32,1,150.0,0.0,-19.63,37.68,0,100.0,-200.0,-150.42,242.88,0,330.0,250.0,25.19,278.35,1,340.0,250.0,25.16,284.92,1,179.49,-200.0,-136.32,239.5,0,71.04,328.96,3.91,301.79,1,-490.23,269.54,-158.33,680.92,None,-19.28,669.28,-77.85,653.89,1,600.0,300.0,11.93,520.88,None,-450.0,150.0,-151.23,610.42,None,620.12,200.0,14.82,497.36,None,600.0,-100.0,-124.06,470.59,None,600.0,200.0,12.99,478.38,None,150.0,350.0,1.2,312.32,1,-50.0,250.0,-5.39,291.68,1,600.0,329.95,10.25,536.59,None,510.11,250.0,21.79,418.04,None,-120.69,250.0,-20.86,344.03,1,200.0,250.0,24.01,218.13,1,150.0,493.4,-39.12,455.72,1,600.0,53.56,-44.51,450.28,None,43.36,650.0,-105.53,621.54,1
2.267,0,150.0,39.56,-5.53,4,3,435.365,420.399,862.764,26.357,96.77,32.7331,0.009093,384.6719,T1;T8;T9;T12;T26,1;2,150.0,-390.0,-125.47,429.56,None,50.0,-290.0,-158.4,344.4,0,600.0,300.0,11.93,519.93,None,150.0,597.15,-84.39,557.59,1,671.89,-100.0,-132.17,540.23,None,259.99,250.0,24.79,237.45,1,600.0,529.99,11.65,665.59,None,300.0,250.0,25.31,258.43,1,150.0,28.26,-9.56,11.3,0,79.31,-220.69,-157.02,269.69,0,360.0,250.0,25.08,297.29,1,310.0,250.0,25.27,264.36,1,200.0,-200.0,-140.14,244.73,0,92.08,307.92,7.72,274.53,1,-500.0,250.0,-159.03,683.22,None,-38.56,688.56,-65.34,675.84,1,600.0,270.18,15.21,505.65,None,-470.0,150.0,-141.11,629.76,None,600.0,200.0,12.99,477.74,None,628.53,-100.0,-133.34,498.46,None,629.88,200.0,15.71,505.99,None,150.0,379.1,-6.09,339.54,1,-79.31,250.0,-11.8,311.23,1,600.0,350.0,9.13,546.69,None,500.0,250.0,22.28,408.39,1,-91.39,250.0,-14.45,320.24,1,200.0,220.06,25.84,187.29,0,150.0,465.1,-29.17,425.54,1,600.0,80.34,-30.99,451.84,None,15.05,650.0,-95.62,625.18,1
2.283,0,150.0,41.45,-4.86,4,3,423.956,439.559,870.515,26.355,96.71,33.0306,0.009175,384.43,T1;T8;T9;T12;T26,1;2,150.0,-370.0,-122.08,411.45,None,50.0,-270.0,-160.9,327.11,0,600.0,329.95,10.25,534.54,None,150.0,570.73,-70.18,529.28,1,650.0,-100.0,-140.33,519.62,None,289.99,250.0,25.18,251.18,1,600.0,559.98,12.52,686.56,None,330.0,250.0,25.19,275.49,1,150.0,56.52,0.51,15.07,0,58.61,-241.39,-163.62,297.23,0,390.0,250.0,24.96,317.95,1,300.0,250.0,25.31,256.89,1,220.85,-220.85,-145.68,271.7,0,100.0,300.0,9.16,263.34,1,-500.0,270.0,-162.56,689.01,None,-50.0,700.0,-57.92,688.25,1,600.0,250.0,17.42,495.98,None,-490.0,150.0,-136.48,649.14,None,600.0,229.88,15.64,487.86,None,650.0,-100.0,-140.33,519.62,None,650.0,200.0,17.54,524.54,None,150.0,408.2,-13.38,366.75,1,-108.61,250.0,-18.21,332.23,1,629.95,350.0,7.49,570.58,None,470.01,250.0,23.07,381.97,1,-62.08,250.0,-8.03,297.44,1,200.0,200.0,27.07,166.25,0,150.0,450.0,-23.85,408.55,1,600.0,100.0,-21.07,453.79,None,0.0,650.0,-90.36,626.77,1
2.3,0,150.0,43.33,-4.19,4,3,412.729,459.897,879.625,26.352,96.65,33.3798,0.009272,384.1857,T1;T8;T9;T12;T26,1;2,120.71,-364.14,-119.33,408.52,None,50.0,-250.0,-166.36,309.91,0,600.0,350.0,9.13,544.56,None,150.0,550.0,-59.04,506.67,1,621.47,-100.0,-131.05,492.78,None,300.0,250.0,25.31,255.37,1,600.0,589.96,13.38,708.03,None,360.0,250.0,25.08,294.64,1,150.0,84.78,10.58,41.45,0,50.0,-250.0,-166.36,309.91,0,400.0,250.0,24.92,324.36,1,270.0,250.0,24.92,238.98,1,241.7,-241.7,-151.22,299.41,0,121.08,278.92,12.53,237.36,1,-500.0,290.0,-163.33,695.23,None,-50.0,718.94,-34.66,704.59,1,570.04,250.0,18.88,468.13,None,-470.0,150.0,-141.11,629.11,None,600.0,250.0,17.42,495.19,None,670.82,-120.82,-146.08,546.08,None,650.0,180.0,18.06,518.34,None,150.0,437.3,-20.67,393.97,1,-137.92,250.0,-24.63,354.41,1,650.0,350.0,6.39,586.55,None,440.02,250.0,23.87,356.12,1,-50.0,250.0,-5.39,287.6,1,180.0,200.0,25.54,159.52,0,150.0,420.9,-16.56,377.57,1,600.0,128.4,-11.4,457.97,None,-19.28,669.28,-77.85,648.44,1
2.317,0,150.0,45.22,-3.52,4,3,401.682,472.06,880.742,26.349,96.59,33.4257,0.009285,383.9411,T1;T8;T9;T12;T26,1;2,91.41,-358.28,-116.59,407.73,None,70.69,-229.31,-159.77,285.75,0,629.95,350.0,7.49,568.55,None,150.0,521.7,-49.08,476.49,1,600.0,-100.0,-124.06,472.85,None,330.0,250.0,25.19,272.65,1,600.0,600.0,13.67,714.34,None,390.0,250.0,24.96,315.49,1,150.0,100.0,16.0,54.78,0,50.0,-270.0,-160.9,330.7,0,429.99,250.0,24.13,346.89,1,240.01,250.0,24.53,223.69,1,250.0,-250.0,-153.43,311.69,0,142.16,257.84,15.91,212.77,1,-500.0,270.0,-162.56,687.77,None,-50.0,720.0,-33.36,703.8,1,540.07,250.0,20.33,440.56,None,-450.0,150.0,-151.23,609.08,None,570.04,250.0,18.88,467.3,None,691.64,-141.64,-151.84,572.96,None,650.0,200.0,17.54,523.41,None,150.0,450.0,-23.85,404.78,1,-150.0,250.0,-27.27,363.23,1,679.94,350.0,4.51,611.34,None,410.03,250.0,24.66,330.99,1,-20.21,250.0,-1.88,266.28,1,150.09,200.0,23.24,154.78,0,150.0,391.8,-9.27,346.58,1,600.0,156.8,-1.72,463.63,None,-38.56,688.56,-65.34,670.41,1
2.333,0,150.0,47.1,-2.85,4,3,390.814,506.649,904.463,26.347,96.53,34.3295,0.009536,383.6898,T1;T8;T9;T12;T26,1;2,62.12,-352.42,-113.85,409.07,None,91.39,-208.61,-153.17,262.34,0,650.0,350.0,6.39,584.59,None,150.0,493.4,-39.12,446.3,1,600.0,-73.44,-110.11,465.86,None,360.0,250.0,25.08,292.01,1,570.16,600.0,16.78,694.43,None,400.0,250.0,24.92,321.98,1,150.0,129.92,18.17,82.82,0,50.0,-290.0,-158.4,351.62,0,459.98,250.0,23.34,370.48,1,210.01,250.0,24.14,211.59,1,250.0,-270.0,-144.82,332.49,0,150.0,250.0,17.17,202.9,1,-500.0,250.0,-159.03,680.93,None,-50.0,740.0,-25.64,721.19,None,510.11,250.0,21.79,413.33,None,-420.03,150.0,-149.79,579.25,None,540.07,250.0,20.33,439.69,None,700.0,-150.0,-154.15,584.25,None,620.12,200.0,14.82,494.36,None,150.0,478.3,-33.81,431.2,1,-175.95,250.0,-42.33,383.94,1,700.0,350.0,3.25,627.89,None,400.0,250.0,24.92,321.98,1,9.59,250.0,1.62,246.75,1,150.0,200.0,23.23,152.9,0,150.0,362.7,-1.98,315.6,1,600.0,185.19,7.95,470.71,None,-50.0,700.0,-57.92,682.85,1
2.35,0,150.0,48.98,-2.17,4,3,380.125,510.337,897.461,26.344,96.46,34.0674,0.009463,383.4405,T1;T8;T9;T12;T26,1;2,50.0,-350.0,-112.72,411.32,None,100.0,-200.0,-150.42,253.95,0,650.0,370.0,6.07,594.18,None,150.0,465.1,-29.17,416.12,1,600.0,-46.88,-96.17,460.1,None,390.0,250.0,24.96,313.06,1,550.0,600.0,18.88,680.9,None,429.99,250.0,24.13,344.68,1,150.0,159.84,20.33,110.86,0,50.0,-270.0,-160.9,334.29,0,489.97,250.0,22.54,394.95,1,200.0,250.0,24.01,207.14,1,250.0,-290.0,-141.34,353.43,0,179.76,250.0,20.94,203.21,1,-486.59,276.82,-158.07,676.13,None,-50.0,720.0,-33.36,700.19,None,500.0,250.0,22.28,403.62,1,-390.07,150.0,-148.36,549.43,None,510.11,250.0,21.79,412.41,None,700.0,-170.0,-148.78,591.99,None,600.0,200.0,12.99,474.66,None,150.0,506.6,-43.77,457.62,1,-200.0,250.0,-56.28,403.62,1,700.0,370.0,2.6,636.83,None,370.0,250.0,25.04,298.01,1,39.38,250.0,5.12,229.44,1,120.09,200.0,20.89,153.95,0,150.0,350.0,1.2,301.02,1,600.0,200.0,12.99,474.66,None,-50.0,718.94,-34.66,699.18,None
2.367,0,150.0,50.87,-1.5,4,3,369.613,469.915,846.527,26.341,96.4,32.1374,0.008927,383.2054,T1;T8;T9;T12;T26,1;2,36.59,-323.17,-113.15,390.85,None,127.93,-200.0,-139.48,251.84,0,650.0,350.0,6.39,582.65,None,150.0,450.0,-23.85,399.13,1,600.0,-20.32,-82.22,455.6,None,400.0,250.0,24.92,319.62,1,528.84,621.16,20.92,684.66,None,459.98,250.0,23.34,368.43,1,150.0,189.77,22.49,138.9,0,50.0,-250.0,-166.36,317.05,0,500.0,250.0,22.28,402.68,1,180.0,250.0,20.97,201.38,1,250.0,-270.0,-144.82,336.09,0,180.0,250.0,20.97,201.38,1,-473.18,303.64,-157.11,672.49,None,-50.0,701.06,-56.62,680.25,1,470.01,250.0,23.07,376.91,1,-360.1,150.0,-146.92,519.65,None,500.0,250.0,22.28,402.68,1,700.0,-190.0,-146.25,600.43,None,600.0,229.88,15.64,484.3,None,150.0,534.9,-53.72,484.03,1,-219.85,250.0,-78.77,420.05,None,700.0,350.0,3.25,626.08,None,340.0,250.0,25.16,275.23,1,69.18,250.0,8.63,214.91,1,120.0,200.0,20.89,152.12,0,161.63,322.87,6.57,272.25,1,629.88,200.0,15.71,502.52,None,-50.0,720.0,-33.36,698.38,None
2.383,0,150.0,52.75,-0.83,4,3,359.277,657.154,1023.431,26.338,96.33,38.8573,0.010794,382.9211,T0;T1;T8;T9;T12;T26,1;2,23.17,-296.34,-113.59,371.42,0,150.0,-200.0,-130.84,252.75,0,679.94,350.0,4.51,607.61,None,150.0,420.9,-16.56,368.15,1,600.0,0.0,-71.55,453.08,None,429.99,250.0,24.13,342.49,1,507.67,642.33,22.96,689.59,None,489.97,250.0,22.54,393.05,1,150.0,200.0,23.23,147.25,0,70.69,-229.31,-159.77,292.99,0,529.96,250.0,20.82,428.11,None,150.24,250.0,17.2,197.25,1,250.0,-250.0,-153.43,318.84,0,200.0,250.0,24.01,203.49,1,-459.77,330.46,-156.15,670.03,None,-50.0,700.0,-57.92,677.44,1,440.02,250.0,23.87,350.74,1,-350.0,150.0,-146.44,509.37,None,470.01,250.0,23.07,375.92,1,700.0,-170.0,-148.78,593.4,None,600.0,250.0,17.42,491.33,None,150.0,550.0,-59.04,497.25,1,-239.71,250.0,-101.26,436.78,None,670.06,350.0,5.13,599.01,None,310.0,250.0,25.27,253.98,1,98.97,250.0,12.13,203.74,1,100.0,200.0,17.97,155.51,0,173.25,295.74,11.94,244.1,1,650.0,200.0,17.54,521.23,None,-50.0,740.0,-25.64,715.76,None
2.4,0,150.0,54.64,-0.16,4,3,349.117,550.622,906.739,26.335,96.27,34.431,0.009564,382.6692,T0;T1;T8;T9;T12;T26,1;2,9.76,-269.51,-114.02,353.18,0,150.0,-173.93,-116.0,228.56,0,700.0,350.0,3.25,624.29,None,150.0,391.8,-9.27,337.16,1,600.0,26.78,-58.03,450.86,None,459.98,250.0,23.34,366.41,1,500.0,650.0,23.7,690.62,None,500.0,250.0,22.28,400.83,1,179.91,200.0,25.53,148.41,0,91.39,-208.61,-153.17,269.69,0,559.93,250.0,19.37,454.1,None,150.0,250.0,17.17,195.36,1,229.15,-229.15,-147.89,294.62,0,230.0,250.0,24.4,211.11,1,-450.0,350.0,-155.45,668.76,None,-30.72,680.72,-70.43,651.64,1,410.03,250.0,24.66,325.24,1,-328.88,171.12,-143.65,492.84,None,440.02,250.0,23.87,349.69,1,700.0,-150.0,-154.15,586.84,None,570.04,250.0,18.88,463.25,None,150.0,576.42,-73.24,521.79,1,-250.0,250.0,-112.92,445.16,None,650.0,350.0,6.39,580.72,None,300.0,250.0,25.31,246.31,1,100.0,250.0,12.25,201.66,1,84.55,174.28,18.23,136.38,0,180.0,280.0,15.05,227.35,1,679.96,200.0,16.04,549.54,None,-50.0,720.0,-33.36,694.77,None
2.417,0,150.0,56.52,0.51,4,3,339.131,481.997,828.128,26.332,96.21,31.4494,0.008736,382.4392,T0;T1;T8;T9;T12;T26,1;2,0.0,-250.0,-114.34,341.25,0,150.0,-147.85,-101.16,204.37,0,700.0,370.0,2.6,633.06,None,150.0,362.7,-1.98,306.18,1,600.0,53.56,-44.51,450.01,None,489.97,250.0,22.54,391.17,1,500.0,630.0,24.54,671.85,None,529.96,250.0,20.82,426.39,None,180.0,200.0,25.54,146.58,0,100.0,-200.0,-150.42,261.35,0,589.89,250.0,17.91,480.56,None,120.06,250.0,15.33,195.78,1,208.3,-208.3,-142.35,271.17,0,259.99,250.0,24.79,222.56,1,-420.11,350.0,-152.88,641.21,None,-11.44,661.44,-82.94,626.09,1,400.0,250.0,24.92,316.12,1,-307.76,192.24,-140.86,477.45,None,410.03,250.0,24.66,324.12,1,679.18,-129.18,-148.39,560.82,None,540.07,250.0,20.33,435.42,None,150.0,602.85,-87.45,546.33,1,-271.94,250.0,-133.38,464.19,None,620.05,350.0,8.03,554.14,None,270.0,250.0,24.92,227.67,1,120.0,250.0,15.33,195.79,1,80.0,166.7,18.31,130.54,0,200.0,280.0,19.69,229.01,1,700.0,200.0,15.03,568.41,None,-50.0,701.06,-56.62,674.85,1
2.433,0,150.0,58.4,1.18,4,3,329.319,424.466,760.784,26.33,96.16,28.8948,0.008026,382.2278,T0;T1;T8;T9;T12;T26,1;2,20.46,-229.54,-122.25,315.74,0,150.0,-121.78,-86.32,180.18,0,700.0,350.0,3.25,622.52,None,150.0,350.0,1.2,291.6,1,600.0,80.34,-30.99,450.53,None,500.0,250.0,22.28,399.01,1,500.0,650.0,23.7,687.38,None,559.93,250.0,19.37,452.49,None,200.0,200.0,27.07,150.17,0,127.93,-200.0,-139.48,259.34,0,600.0,250.0,17.42,489.09,None,120.0,250.0,15.33,193.93,1,200.0,-200.0,-140.14,263.2,0,289.99,250.0,25.18,237.29,1,-390.22,350.0,-150.31,613.89,None,0.0,650.0,-90.36,610.32,1,370.0,250.0,25.04,291.74,1,-300.0,200.0,-139.83,471.75,None,400.0,250.0,24.92,314.98,1,658.36,-108.36,-142.64,535.01,None,510.11,250.0,21.79,407.9,None,150.0,629.27,-101.66,570.87,1,-293.89,250.0,-153.84,483.47,None,600.0,350.0,9.13,536.22,None,240.01,250.0,24.53,211.68,1,149.94,250.0,17.16,191.6,1,80.0,160.0,18.44,123.38,0,200.0,250.31,23.97,198.31,1,700.0,170.01,15.87,561.21,None,-50.0,700.0,-57.92,672.05,1
2.45,0,150.0,60.29,1.85,4,3,319.678,361.843,688.522,26.327,96.11,26.1526,0.007265,382.0366,T0;T1;T9;T12;T26,1;2,40.92,-209.08,-130.16,290.61,0,150.0,-100.0,-73.93,160.29,0,670.06,350.0,5.13,595.31,None,161.63,322.87,6.57,262.84,1,600.0,100.0,-21.07,451.75,None,529.96,250.0,20.82,424.69,None,521.16,628.84,21.66,678.98,None,589.89,250.0,17.91,479.06,None,200.0,229.94,25.24,176.87,1,150.0,-200.0,-130.84,260.29,0,600.0,279.82,14.15,500.69,None,100.0,250.0,12.25,196.19,1,170.51,-200.0,-134.65,261.09,0,300.0,250.0,25.31,241.85,1,-360.33,350.0,-147.75,586.83,None,28.32,650.0,-100.26,602.14,1,340.0,250.0,25.16,268.5,1,-300.0,227.91,-150.83,480.21,None,370.0,250.0,25.04,290.5,1,650.0,-100.0,-140.33,525.06,None,500.0,250.0,22.28,398.11,1,150.0,650.0,-112.81,589.71,1,-300.0,250.0,-159.54,488.36,None,600.0,380.0,9.28,552.01,None,210.01,250.0,24.14,198.98,1,150.0,250.0,17.17,189.71,1,80.0,166.7,18.31,127.37,0,200.0,250.0,24.01,196.19,1,700.0,150.0,16.43,557.27,None,-30.72,680.72,-70.43,646.22,1
2.467,0,150.0,62.17,2.53,4,3,310.21,319.43,636.64,26.325,96.07,24.1839,0.006718,381.8597,T0;T1;T9;T12;T26,1;2,50.0,-200.0,-133.67,280.6,0,150.0,-73.64,-59.61,135.81,0,650.0,350.0,6.39,576.93,None,173.25,295.74,11.94,234.73,1,600.0,128.4,-11.4,454.85,None,559.93,250.0,19.37,450.91,None,542.33,607.67,19.62,671.93,None,600.0,250.0,17.42,487.63,None,200.0,250.0,24.01,194.37,1,150.0,-173.93,-116.0,236.1,0,600.0,300.0,11.93,508.98,None,70.21,250.0,8.75,204.08,1,150.0,-200.0,-130.84,262.17,0,330.0,250.0,25.19,260.15,1,-350.0,350.0,-146.86,576.93,None,56.64,650.0,-110.17,595.2,1,310.0,250.0,25.27,246.74,1,-300.0,250.0,-159.54,487.63,None,340.0,250.0,25.16,267.17,1,621.47,-100.0,-131.05,498.58,None,470.01,250.0,23.07,371.06,1,180.0,650.0,-113.22,588.59,1,-300.0,279.83,-162.75,499.87,None,600.0,400.0,9.38,562.7,None,200.0,250.0,24.01,194.37,1,171.19,271.19,15.67,210.09,1,70.0,150.0,18.25,118.8,0,230.0,250.0,24.4,204.16,1,700.0,130.0,16.9,554.17,None,-11.44,661.44,-82.94,620.63,1
2.483,0,150.0,64.05,3.2,4,3,300.911,259.377,567.288,26.323,96.03,21.5511,0.005986,381.7022,T0;T1;T9;T12;T26,1;2,78.45,-200.0,-143.2,273.58,0,150.0,-47.27,-45.3,111.33,0,620.05,350.0,8.03,550.19,None,180.0,280.0,15.05,218.02,1,600.0,156.8,-1.72,459.46,None,589.89,250.0,17.91,477.58,None,550.0,600.0,18.88,668.76,None,600.0,220.12,14.78,476.29,None,230.0,250.0,24.4,202.42,1,150.0,-147.85,-101.16,211.91,0,600.0,329.95,10.25,522.69,None,40.41,250.0,5.24,215.84,1,150.0,-173.93,-116.0,237.98,0,360.0,250.0,25.08,280.49,1,-329.45,329.45,-154.28,548.0,None,84.95,650.0,-120.07,589.54,1,300.0,250.0,25.31,238.9,1,-278.06,250.0,-139.08,466.7,None,310.0,250.0,25.27,245.31,1,600.0,-100.0,-124.06,478.97,None,440.02,250.0,23.87,344.51,1,200.0,650.0,-113.49,588.07,1,-300.0,300.0,-164.92,508.1,None,600.0,430.0,9.81,580.01,None,180.0,250.0,20.97,188.35,1,180.0,280.0,15.05,218.02,1,85.39,124.35,20.57,88.38,0,259.99,250.0,24.79,216.04,1,700.0,150.0,16.43,556.67,None,0.0,650.0,-90.36,604.84,1
2.5,0,150.0,65.94,3.87,4,3,291.782,214.382,513.164,26.321,95.99,19.4963,0.005416,381.5596,T0;T1;T9;T12;T26,1;2,100.0,-200.0,-150.42,270.6,0,150.0,-20.91,-30.98,86.85,0,600.0,350.0,9.13,532.16,None,158.81,258.81,16.55,193.08,1,600.0,185.19,7.95,465.53,None,600.0,250.0,17.42,486.19,None,579.84,600.0,15.77,685.55,None,600.0,200.0,12.99,469.54,None,259.99,250.0,24.79,214.42,1,150.0,-121.78,-86.32,187.72,0,600.0,350.0,9.13,532.16,None,10.62,250.0,1.74,230.88,1,150.0,-147.85,-101.16,213.79,0,390.0,250.0,24.96,302.45,1,-308.89,308.89,-161.71,519.24,None,100.0,650.0,-125.34,586.2,1,270.0,250.0,24.92,219.73,1,-256.11,250.0,-118.62,445.88,None,300.0,250.0,25.31,237.44,1,600.0,-73.44,-110.11,471.09,None,410.03,250.0,24.66,318.58,1,227.51,650.0,-101.52,589.18,1,-300.0,320.0,-165.3,516.77,None,600.0,459.99,10.23,598.15,None,150.24,250.0,17.2,184.06,1,200.0,280.0,19.69,219.82,1,100.0,100.0,22.78,60.5,0,289.99,250.0,25.18,231.25,1,700.0,179.99,15.59,561.7,None,28.32,650.0,-100.26,596.6,1
