timestamp_min,tower_id,tower_x,tower_y,tower_z,move_pw,idle_pw,mesh_pw,truck_pw,total_pw,volt,batt_pct,current_A,ah_step,energy_wh,conn_trucks,conn_towers,T0_x,T0_y,T0_z,T0_dist2D_tower,T0_conn,T1_x,T1_y,T1_z,T1_dist2D_tower,T1_conn,T2_x,T2_y,T2_z,T2_dist2D_tower,T2_conn,T3_x,T3_y,T3_z,T3_dist2D_tower,T3_conn,T4_x,T4_y,T4_z,T4_dist2D_tower,T4_conn,T5_x,T5_y,T5_z,T5_dist2D_tower,T5_conn,T6_x,T6_y,T6_z,T6_dist2D_tower,T6_conn,T7_x,T7_y,T7_z,T7_dist2D_tower,T7_conn,T8_x,T8_y,T8_z,T8_dist2D_tower,T8_conn,T9_x,T9_y,T9_z,T9_dist2D_tower,T9_conn,T10_x,T10_y,T10_z,T10_dist2D_tower,T10_conn,T11_x,T11_y,T11_z,T11_dist2D_tower,T11_conn,T12_x,T12_y,T12_z,T12_dist2D_tower,T12_conn,T13_x,T13_y,T13_z,T13_dist2D_tower,T13_conn,T14_x,T14_y,T14_z,T14_dist2D_tower,T14_conn,T15_x,T15_y,T15_z,T15_dist2D_tower,T15_conn,T16_x,T16_y,T16_z,T16_dist2D_tower,T16_conn,T17_x,T17_y,T17_z,T17_dist2D_tower,T17_conn,T18_x,T18_y,T18_z,T18_dist2D_tower,T18_conn,T19_x,T19_y,T19_z,T19_dist2D_tower,T19_conn,T20_x,T20_y,T20_z,T20_dist2D_tower,T20_conn,T21_x,T21_y,T21_z,T21_dist2D_tower,T21_conn,T22_x,T22_y,T22_z,T22_dist2D_tower,T22_conn,T23_x,T23_y,T23_z,T23_dist2D_tower,T23_conn,T24_x,T24_y,T24_z,T24_dist2D_tower,T24_conn,T25_x,T25_y,T25_z,T25_dist2D_tower,T25_conn,T26_x,T26_y,T26_z,T26_dist2D_tower,T26_conn,T27_x,T27_y,T27_z,T27_dist2D_tower,T27_conn,T28_x,T28_y,T28_z,T28_dist2D_tower,T28_conn,T29_x,T29_y,T29_z,T29_dist2D_tower,T29_conn
1.233,2,150.0,517.93,-47.75,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3561,,1,-350.0,378.64,-118.62,519.04,None,-379.97,150.0,-147.87,645.16,None,-323.17,113.41,-88.92,622.51,None,650.0,200.0,17.54,592.52,None,-174.05,250.0,-41.22,420.47,None,240.01,250.0,24.53,282.64,1,150.0,250.0,17.17,267.93,1,-200.0,190.0,-56.15,479.62,None,200.0,250.0,24.01,272.55,1,507.67,642.33,22.96,378.69,1,150.0,110.23,16.74,407.69,0,589.89,250.0,17.91,515.06,None,700.0,-150.0,-154.15,865.23,None,-120.08,450.0,-19.29,278.49,1,600.0,470.0,10.37,452.54,None,509.25,-159.25,-150.05,766.57,0,600.0,73.22,-34.59,632.67,None,350.0,716.93,-7.57,282.14,1,-360.33,350.0,-147.75,537.25,None,350.0,720.0,-3.09,284.31,1,-498.78,50.0,-29.34,799.92,None,98.97,250.0,12.13,272.74,1,-200.0,250.0,-56.28,440.78,None,150.0,-26.36,-33.94,544.29,0,91.39,-208.61,-153.17,728.9,0,600.0,270.18,15.21,513.69,None,479.8,-120.2,-100.25,718.31,0,510.11,250.0,21.79,448.84,None,150.0,170.02,24.22,347.91,0,600.0,-73.44,-110.11,743.11,None
1.25,2,150.0,516.04,-47.09,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3542,,1,-350.0,357.27,-139.69,524.6,None,-409.93,150.0,-149.31,668.96,None,-296.34,126.83,-89.49,592.21,None,620.12,200.0,14.82,566.48,None,-150.0,250.0,-27.27,400.97,None,210.01,250.0,24.14,272.72,1,128.92,271.08,13.79,245.87,1,-200.0,160.0,-56.08,499.26,None,200.0,220.06,25.84,300.18,0,500.0,650.0,23.7,374.76,1,150.0,100.0,16.0,416.04,0,600.0,250.0,17.42,522.76,None,700.0,-170.0,-148.78,879.29,None,-100.0,450.0,-17.85,258.58,1,600.0,440.01,9.95,456.38,None,500.0,-150.0,-146.26,752.4,0,600.0,46.44,-48.11,650.4,None,350.0,720.0,-3.09,285.66,1,-350.0,350.0,-146.86,526.85,None,350.0,740.0,5.94,300.26,1,-528.54,50.0,-25.52,823.17,None,100.0,250.0,12.25,270.7,1,-200.0,250.0,-56.28,439.63,None,150.0,-52.73,-48.26,568.77,0,100.0,-200.0,-150.42,717.78,0,600.0,250.0,17.42,522.76,None,459.61,-140.39,-91.08,725.78,0,500.0,250.0,22.28,439.63,None,150.0,140.03,25.2,376.01,0,600.0,-46.88,-96.17,720.68,None
1.267,2,150.0,514.15,-46.43,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3522,,1,-350.0,350.0,-146.86,526.26,None,-439.9,150.0,-150.74,693.24,None,-269.52,140.24,-90.06,561.96,None,600.0,200.0,12.99,548.81,None,-120.69,250.0,-20.86,378.22,1,200.0,250.0,24.01,268.84,1,107.84,292.16,10.41,225.96,1,-200.0,130.0,-56.01,519.69,None,200.0,200.0,27.07,318.11,0,500.0,670.0,24.89,383.13,None,150.0,71.74,5.94,442.41,0,600.0,220.12,14.78,537.55,None,700.0,-190.0,-146.25,893.49,None,-73.24,436.62,-15.63,236.32,1,600.0,410.01,9.52,461.89,None,520.82,-129.18,-140.52,742.55,0,600.0,19.66,-61.63,668.6,None,350.0,740.0,5.94,301.67,1,-329.45,329.45,-154.28,513.8,None,350.0,720.0,-3.09,287.01,1,-550.0,50.0,-22.76,839.9,None,120.0,250.0,15.33,265.85,1,-174.05,250.0,-41.22,418.07,None,150.0,-79.09,-62.58,593.25,0,127.93,-200.0,-139.48,714.49,0,570.04,250.0,18.88,496.19,None,450.0,-150.0,-86.71,728.77,0,470.01,250.0,23.07,414.95,None,150.0,140.0,25.2,374.15,0,600.0,-20.32,-82.22,698.68,None
1.283,2,150.0,512.27,-45.76,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3503,,1,-329.45,329.45,-154.28,513.12,None,-450.0,150.0,-151.23,700.88,None,-250.0,150.0,-90.47,539.66,None,600.0,229.88,15.64,531.26,None,-91.39,250.0,-14.45,356.44,1,180.0,250.0,20.97,263.98,1,100.0,300.0,9.16,218.08,1,-200.0,100.0,-55.95,540.8,None,180.0,200.0,25.54,313.71,0,500.0,650.0,23.7,376.13,1,150.0,43.48,-4.13,468.79,0,600.0,200.0,12.99,547.73,None,700.0,-170.0,-148.78,876.35,None,-46.48,423.24,-13.42,215.71,1,600.0,400.0,9.38,463.79,None,541.64,-108.36,-134.79,733.87,None,600.0,0.0,-71.55,681.85,None,350.0,720.0,-3.09,288.36,1,-308.89,308.89,-161.71,501.94,None,350.0,703.07,-27.85,276.41,1,-570.0,50.0,-9.57,855.62,None,149.94,250.0,17.16,262.27,1,-150.0,250.0,-27.27,398.48,None,150.0,-100.0,-73.93,612.27,0,150.0,-200.0,-130.84,712.27,0,540.07,250.0,20.33,470.04,None,450.0,-170.0,-70.82,745.31,0,440.02,250.0,23.87,391.02,None,177.76,128.9,27.64,384.38,0,600.0,0.0,-71.55,681.85,None
1.3,2,150.0,510.38,-45.1,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3483,,1,-308.89,308.89,-161.71,501.18,None,-470.0,150.0,-141.11,717.13,None,-230.94,130.94,-77.31,537.67,None,600.0,250.0,17.42,519.9,None,-62.08,250.0,-8.03,335.82,1,150.24,250.0,17.2,260.38,1,78.96,321.04,5.34,202.23,1,-200.0,100.0,-55.95,539.36,None,150.09,200.0,23.24,310.38,0,521.16,628.84,21.66,389.61,None,150.0,15.22,-14.2,495.16,0,600.0,171.6,3.32,563.27,None,700.0,-150.0,-154.15,859.42,None,-19.72,409.86,-11.2,197.26,1,600.0,370.0,9.23,471.39,None,550.0,-100.0,-132.48,729.77,None,600.0,-26.56,-85.5,700.58,None,350.0,703.07,-27.85,277.72,1,-300.0,300.0,-164.92,496.75,None,350.0,700.0,-32.34,275.6,1,-590.0,50.0,-5.61,871.52,None,150.0,250.0,17.17,260.38,1,-120.69,250.0,-20.86,375.6,1,150.0,-126.07,-88.77,636.45,0,150.0,-173.93,-116.0,684.31,0,510.11,250.0,21.79,444.38,None,450.0,-190.0,-65.87,761.93,0,410.03,250.0,24.66,367.99,1,200.0,120.0,29.59,393.57,0,600.0,26.78,-58.03,660.58,None
1.317,2,150.0,508.49,-44.43,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3464,,1,-300.0,300.0,-164.92,495.95,None,-490.0,150.0,-136.48,733.57,None,-211.87,111.87,-64.15,536.9,None,570.04,250.0,18.88,493.2,None,-50.0,250.0,-5.39,326.83,1,150.0,250.0,17.17,258.49,1,57.92,342.08,1.53,190.19,1,-219.06,119.06,-69.11,536.53,None,150.0,200.0,23.23,308.49,0,542.33,607.67,19.62,404.67,None,150.0,0.0,-19.63,508.49,0,600.0,143.2,-6.35,579.6,None,679.18,-129.18,-148.39,828.65,None,0.0,400.0,-9.57,185.12,1,600.0,350.0,9.13,477.1,None,579.58,-100.0,-127.5,744.85,None,600.0,-53.12,-99.45,719.66,None,350.0,700.0,-32.34,276.9,1,-300.0,270.17,-161.71,509.21,None,331.28,681.28,-46.44,250.43,1,-570.0,50.0,-9.57,853.59,None,179.76,250.0,20.94,260.2,1,-91.39,250.0,-14.45,353.68,1,150.0,-152.15,-103.61,660.64,0,150.0,-147.85,-101.16,656.35,0,500.0,250.0,22.28,435.11,None,450.0,-170.0,-70.82,741.86,0,400.0,250.0,24.92,359.61,1,183.36,144.96,29.65,365.06,0,600.0,53.56,-44.51,639.89,None
1.333,2,150.0,506.61,-43.77,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3444,,1,-300.0,270.17,-161.71,508.33,None,-470.0,150.0,-141.11,715.24,None,-200.0,100.0,-55.95,536.5,None,540.07,250.0,20.33,466.91,None,-20.21,250.0,-1.88,307.92,1,128.92,271.08,13.79,236.47,1,50.0,350.0,0.09,185.81,1,-238.13,138.13,-82.27,535.18,None,150.0,170.08,21.07,336.53,0,550.0,600.0,18.88,410.76,None,150.0,-26.36,-33.94,532.97,0,600.0,114.81,-16.03,596.66,None,658.36,-108.36,-142.64,797.88,None,21.02,378.98,-5.51,181.45,1,600.0,320.05,10.81,487.14,None,600.0,-100.0,-124.06,755.3,None,600.0,-79.68,-113.39,739.08,None,331.28,681.28,-46.44,251.73,1,-300.0,250.0,-159.54,518.02,None,312.55,662.55,-60.54,225.26,1,-550.0,50.0,-22.76,835.76,None,180.0,250.0,20.97,258.36,1,-62.08,250.0,-8.03,332.9,1,150.0,-178.22,-118.44,684.83,0,150.0,-121.78,-86.32,628.39,0,470.01,250.0,23.07,410.19,None,450.0,-150.0,-86.71,721.9,0,370.0,250.0,25.04,338.01,1,180.0,150.0,29.67,357.87,0,600.0,80.34,-30.99,619.84,None
1.35,2,150.0,504.72,-43.11,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3425,,1,-300.0,250.0,-159.54,517.09,None,-450.0,150.0,-151.23,697.01,None,-200.0,130.0,-56.01,512.75,None,510.11,250.0,21.79,441.09,None,9.59,250.0,1.62,290.86,1,107.84,292.16,10.41,216.7,1,28.98,371.02,-3.97,180.34,1,-250.0,150.0,-90.47,534.63,None,150.0,140.16,18.91,364.56,0,579.84,600.0,15.77,440.27,None,150.0,-52.73,-48.26,557.45,0,600.0,100.0,-21.07,605.23,None,650.0,-100.0,-140.33,784.66,None,42.04,357.96,-1.45,182.19,1,600.0,300.0,11.93,494.38,None,600.0,-73.44,-110.11,732.65,None,600.0,-100.0,-124.06,753.78,None,312.55,662.55,-60.54,226.57,1,-278.06,250.0,-139.08,498.11,None,300.0,650.0,-69.98,208.82,1,-520.24,50.0,-26.58,809.94,None,200.0,250.0,24.01,259.58,1,-50.0,250.0,-5.39,323.86,1,150.0,-200.0,-130.84,704.72,0,150.0,-100.0,-73.93,604.72,0,440.02,250.0,23.87,386.0,None,470.2,-129.8,-95.89,710.74,0,340.0,250.0,25.16,317.78,1,190.0,170.0,28.6,337.1,0,600.0,100.0,-21.07,605.23,None
1.367,2,150.0,502.83,-42.44,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3406,,1,-278.06,250.0,-139.08,497.15,None,-420.03,150.0,-149.79,670.4,None,-200.0,160.0,-56.08,489.93,None,500.0,250.0,22.28,431.77,None,39.38,250.0,5.12,275.97,1,100.0,300.0,9.16,208.91,1,7.96,392.04,-8.03,180.14,1,-276.83,136.59,-89.9,562.42,None,150.0,110.23,16.74,392.6,0,600.0,600.0,13.67,460.37,None,150.0,-79.09,-62.58,581.93,0,600.0,73.22,-34.59,622.15,None,621.47,-100.0,-131.05,765.31,None,50.0,350.0,0.09,182.64,1,600.0,270.18,15.21,506.58,None,600.0,-46.88,-96.17,710.41,None,570.42,-100.0,-129.04,734.96,None,300.0,650.0,-69.98,210.14,1,-256.11,250.0,-118.62,478.39,None,272.49,650.0,-81.95,191.47,1,-490.49,50.0,-30.4,784.4,None,230.0,250.0,24.4,265.19,1,-20.21,250.0,-1.88,304.79,1,179.49,-200.0,-136.32,703.45,0,150.0,-73.64,-59.61,576.47,0,410.03,250.0,24.66,362.69,1,490.39,-109.61,-105.06,700.68,0,310.0,250.0,25.27,299.21,1,199.48,198.43,27.15,308.4,0,600.0,128.4,-11.4,585.41,None
1.383,2,150.0,500.95,-41.78,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3386,,1,-256.11,250.0,-118.62,477.39,None,-390.07,150.0,-148.36,644.08,None,-200.0,190.0,-56.15,468.18,None,470.01,250.0,23.07,406.67,None,69.18,250.0,8.63,263.64,1,78.96,321.04,5.34,193.42,1,0.0,400.0,-9.57,180.8,1,-303.66,123.17,-89.33,590.35,None,150.0,100.0,16.0,400.95,0,600.0,570.01,12.81,455.27,None,150.0,-100.0,-73.93,600.95,0,600.0,46.44,-48.11,639.59,None,600.0,-100.0,-124.06,750.76,None,71.04,328.96,3.91,189.25,1,600.0,250.0,17.42,515.24,None,600.0,-20.32,-82.22,688.63,None,550.0,-100.0,-132.48,721.9,None,272.49,650.0,-81.95,192.93,1,-250.0,250.0,-112.92,472.2,None,244.98,650.0,-93.92,176.74,1,-460.73,50.0,-34.22,759.18,None,259.99,250.0,24.79,274.0,1,9.59,250.0,1.62,287.56,1,200.0,-200.0,-140.14,702.73,0,150.0,-47.27,-45.3,548.22,0,400.0,250.0,24.92,354.22,1,500.0,-100.0,-109.43,695.44,0,300.0,250.0,25.31,292.36,1,200.0,200.0,27.07,305.07,0,600.0,156.8,-1.72,566.52,None
1.4,2,150.0,499.06,-41.12,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3367,,1,-250.0,250.0,-112.92,471.2,None,-360.1,150.0,-146.92,618.1,None,-200.0,220.0,-56.21,447.63,None,440.02,250.0,23.87,382.29,1,98.97,250.0,12.13,254.23,1,57.92,342.08,1.53,181.99,1,-26.76,413.38,-11.78,196.43,1,-330.48,109.76,-88.77,618.4,None,150.0,71.74,5.94,427.32,0,600.0,540.02,11.94,451.86,None,150.0,-126.07,-88.77,625.13,0,600.0,19.66,-61.63,657.52,None,600.0,-73.44,-110.11,728.19,None,92.08,307.92,7.72,199.73,1,570.04,250.0,18.88,488.32,None,600.0,0.0,-71.55,671.98,None,522.76,-100.0,-119.92,705.56,0,244.98,650.0,-93.92,178.34,1,-230.15,250.0,-90.43,454.47,None,217.47,650.0,-105.89,165.33,1,-430.98,50.0,-38.04,734.29,None,289.99,250.0,25.18,285.71,1,39.38,250.0,5.12,272.52,1,220.85,-220.85,-145.68,723.39,0,150.0,-20.91,-30.98,519.97,0,370.0,250.0,25.04,332.31,1,527.24,-100.0,-121.99,707.95,0,270.0,250.0,24.92,276.46,1,200.0,229.94,25.24,273.72,1,600.0,185.19,7.95,548.65,None
1.417,2,150.0,497.17,-40.45,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3347,,1,-230.15,250.0,-90.43,453.44,None,-350.0,150.0,-146.44,608.71,None,-200.0,250.0,-56.28,428.48,None,410.03,250.0,24.66,358.76,1,100.0,250.0,12.25,252.18,1,50.0,350.0,0.09,177.93,1,-53.52,426.76,-14.0,215.36,1,-350.0,100.0,-88.36,638.55,None,150.0,43.48,-4.13,453.69,0,600.0,510.04,11.08,450.18,None,150.0,-152.15,-103.61,649.32,0,600.0,0.0,-71.55,670.58,None,600.0,-46.88,-96.17,706.04,None,100.0,300.0,9.16,203.42,1,540.07,250.0,20.33,461.79,None,600.0,26.78,-58.03,650.98,None,500.0,-100.0,-109.43,692.18,0,217.47,650.0,-105.89,167.06,1,-210.29,250.0,-67.94,436.93,None,200.0,650.0,-113.49,160.8,1,-401.22,50.0,-41.86,709.79,None,300.0,250.0,25.31,289.13,1,69.18,250.0,8.63,260.05,1,241.7,-241.7,-151.22,744.54,0,150.0,0.0,-19.63,497.17,0,340.0,250.0,25.16,311.76,1,550.0,-100.0,-132.48,718.76,None,240.01,250.0,24.53,263.05,1,200.0,250.0,24.01,252.18,1,600.0,200.0,12.99,539.27,None
1.433,2,150.0,495.29,-39.79,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3328,,1,-210.29,250.0,-67.94,435.86,None,-328.88,171.12,-143.65,578.28,None,-200.0,250.0,-56.28,427.39,None,400.0,250.0,24.92,350.24,1,120.0,250.0,15.33,247.12,1,28.98,371.02,-3.97,173.46,1,-80.28,440.14,-16.22,236.79,1,-379.81,100.0,-84.99,661.02,None,150.0,15.22,-14.2,480.07,0,600.0,500.0,10.79,450.02,None,150.0,-178.22,-118.44,673.51,0,600.0,-26.56,-85.5,689.08,None,600.0,-20.32,-82.22,684.36,None,121.08,278.92,12.53,218.29,1,510.11,250.0,21.79,435.71,None,600.0,53.56,-44.51,630.57,None,479.8,-120.2,-100.25,698.28,0,200.0,650.0,-113.49,162.59,1,-200.0,250.0,-56.28,427.39,None,170.0,650.0,-113.08,156.0,1,-371.46,50.0,-45.67,685.72,None,330.0,250.0,25.19,304.25,1,98.97,250.0,12.13,250.54,1,250.0,-250.0,-153.43,751.97,0,150.0,28.26,-9.56,467.03,0,310.0,250.0,25.27,292.86,1,529.18,-120.82,-138.22,723.44,None,210.01,250.0,24.14,252.52,1,230.0,250.0,24.4,258.0,1,629.88,200.0,15.71,563.45,None
1.45,2,150.0,493.4,-39.12,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3308,,1,-200.0,250.0,-56.28,426.31,None,-307.76,192.24,-140.86,547.94,None,-174.05,250.0,-41.22,405.28,None,370.0,250.0,25.04,328.09,1,149.94,250.0,17.16,243.4,1,7.96,392.04,-8.03,174.5,1,-100.0,450.0,-17.85,253.74,1,-409.62,100.0,-81.63,684.06,None,150.0,0.0,-19.63,493.4,0,600.0,470.0,10.37,450.61,None,150.0,-200.0,-130.84,693.4,0,600.0,-53.12,-99.45,707.95,None,600.0,0.0,-71.55,667.79,None,142.16,257.84,15.91,235.69,1,500.0,250.0,22.28,426.31,None,600.0,80.34,-30.99,610.83,None,459.61,-140.39,-91.08,705.37,0,170.0,650.0,-113.08,157.87,1,-174.05,250.0,-41.22,405.28,None,150.0,650.0,-112.81,156.6,1,-350.0,50.0,-48.43,668.28,None,360.0,250.0,25.08,321.47,1,100.0,250.0,12.25,248.48,1,250.0,-270.0,-144.82,769.92,0,150.0,56.52,0.51,436.88,0,300.0,250.0,25.31,285.91,1,508.36,-141.64,-143.96,729.18,0,200.0,250.0,24.01,248.48,1,259.99,250.0,24.79,267.1,1,650.0,200.0,17.54,579.73,None
1.467,2,150.0,491.51,-38.46,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3289,,1,-174.05,250.0,-41.22,404.15,None,-300.0,200.0,-139.83,536.17,None,-150.0,250.0,-27.27,385.14,None,340.0,250.0,25.16,307.29,1,150.0,250.0,17.17,241.51,1,0.0,400.0,-9.57,175.71,1,-129.92,450.0,-20.0,282.98,1,-439.43,100.0,-78.26,707.61,None,150.0,-26.36,-33.94,517.88,0,600.0,440.01,9.95,452.94,None,122.07,-200.0,-141.78,692.08,0,600.0,-79.68,-113.39,727.16,None,600.0,26.78,-58.03,646.9,None,150.0,250.0,17.17,241.51,1,470.01,250.0,23.07,400.92,None,600.0,100.0,-21.07,596.48,None,450.0,-150.0,-86.71,708.2,0,150.0,650.0,-112.81,158.49,1,-150.0,250.0,-27.27,385.14,None,150.0,623.58,-98.6,132.06,1,-321.57,59.48,-49.85,639.56,None,390.0,250.0,24.96,340.48,1,120.0,250.0,15.33,243.37,1,250.0,-290.0,-141.34,787.89,0,150.0,84.78,10.58,406.74,0,270.0,250.0,24.82,269.69,1,500.0,-150.0,-146.26,730.78,0,200.0,279.69,19.73,217.64,1,289.99,250.0,25.18,279.15,1,679.96,200.0,16.04,604.85,None
1.483,2,150.0,489.63,-37.8,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3269,,1,-150.0,250.0,-27.27,383.96,None,-300.0,227.91,-150.83,520.57,None,-120.69,250.0,-20.86,361.52,1,310.0,250.0,25.27,288.13,1,179.76,250.0,20.94,241.47,1,-26.76,413.38,-11.78,192.5,1,-150.0,450.0,-21.45,302.61,1,-469.24,100.0,-74.9,731.62,None,150.0,-52.73,-48.26,542.36,0,600.0,410.01,9.52,456.99,None,100.0,-200.0,-150.42,691.44,0,600.0,-100.0,-124.06,741.73,None,600.0,53.56,-44.51,626.62,None,120.06,250.0,15.33,241.49,1,440.02,250.0,23.87,376.21,1,600.0,128.4,-11.4,577.05,None,463.39,-176.79,-88.45,736.43,0,150.0,623.58,-98.6,133.95,1,-120.69,250.0,-20.86,361.52,1,150.0,597.15,-84.39,107.53,1,-293.14,68.95,-51.28,611.02,None,400.0,250.0,24.92,346.3,1,149.94,250.0,17.16,239.63,1,250.0,-270.0,-144.82,766.18,0,150.0,100.0,16.0,389.63,0,250.0,250.0,24.49,259.66,1,520.38,-170.38,-154.6,756.83,None,200.0,280.0,19.69,215.51,1,300.0,250.0,25.31,282.7,1,700.0,200.0,15.03,621.6,None
1.5,2,150.0,487.74,-37.13,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.325,,1,-120.69,250.0,-20.86,360.27,1,-300.0,250.0,-159.54,508.94,None,-91.39,250.0,-14.45,338.8,1,300.0,250.0,25.31,281.11,1,180.0,250.0,20.97,239.63,1,-53.52,426.76,-14.0,212.46,1,-170.0,450.0,-22.91,322.22,1,-499.05,100.0,-71.53,756.05,None,150.0,-79.09,-62.58,566.83,0,600.0,400.0,9.38,458.47,None,79.31,-220.69,-157.02,711.95,0,570.42,-100.0,-129.04,722.63,None,600.0,80.34,-30.99,607.02,None,120.0,250.0,15.33,239.63,1,410.03,250.0,24.66,352.33,1,600.0,156.8,-1.72,558.59,None,476.79,-203.58,-90.19,764.66,0,150.0,597.15,-84.39,109.41,1,-91.39,250.0,-14.45,338.8,1,150.0,570.73,-70.18,82.99,1,-264.71,78.43,-52.7,582.69,None,429.99,250.0,24.13,367.31,1,150.0,250.0,17.17,237.74,1,250.0,-250.0,-153.43,744.49,0,150.0,129.92,18.17,357.82,0,259.47,278.42,22.85,236.22,1,540.75,-190.75,-162.95,782.97,None,180.0,280.0,15.05,209.9,1,330.0,250.0,25.19,298.2,1,700.0,180.0,14.73,630.24,None
1.517,2,150.0,485.85,-36.47,4,3,0.0,0,7.0,26.498,99.96,0.2642,7.3e-05,397.3231,,1,-91.39,250.0,-14.45,337.48,1,-278.06,250.0,-139.08,488.73,None,-62.08,250.0,-8.03,317.18,1,270.0,250.0,24.92,264.63,1,200.0,250.0,24.01,241.1,1,-80.28,440.14,-16.22,234.77,1,-150.0,450.0,-21.45,302.13,1,-500.0,100.0,-71.43,755.9,None,150.0,-100.0,-73.93,585.85,0,600.0,370.0,9.23,464.67,None,58.61,-241.39,-163.62,732.96,0,550.0,-100.0,-132.48,709.38,None,600.0,100.0,-21.07,592.78,None,100.0,250.0,12.25,241.1,1,400.0,250.0,24.92,343.7,1,600.0,185.19,7.95,541.2,None,490.18,-230.36,-91.93,792.9,None,150.0,570.73,-70.18,84.88,1,-62.08,250.0,-8.03,317.18,1,150.0,550.0,-59.04,64.15,1,-236.29,87.9,-54.13,554.6,None,459.98,250.0,23.34,389.51,None,128.92,271.08,13.79,215.81,1,229.15,-229.15,-147.89,719.37,0,150.0,159.84,20.33,326.01,0,260.0,280.0,22.76,233.4,1,550.0,-200.0,-166.73,793.98,None,168.37,307.13,9.68,179.67,1,360.0,250.0,25.08,315.8,1,700.0,200.0,15.03,619.85,None
1.533,2,150.0,483.97,-35.81,4,3,0.0,0,7.0,26.498,99.95,0.2642,7.3e-05,397.3211,,1,-62.08,250.0,-8.03,315.78,1,-256.11,250.0,-118.62,468.69,None,-50.0,250.0,-5.39,307.8,1,240.01,250.0,24.53,250.68,1,230.0,250.0,24.4,247.27,1,-100.0,450.0,-17.85,252.3,1,-120.08,450.0,-19.29,272.21,1,-520.0,100.0,-50.53,772.22,None,150.0,-126.07,-88.77,610.04,0,600.0,350.0,9.13,469.52,None,50.0,-250.0,-166.36,740.75,0,529.18,-120.82,-138.22,713.83,None,600.0,128.4,-11.4,573.52,None,100.0,220.19,15.66,268.47,0,370.0,250.0,25.04,321.16,1,600.0,200.0,12.99,532.11,None,500.0,-250.0,-93.2,813.15,None,150.0,550.0,-59.04,66.03,1,-50.0,250.0,-5.39,307.8,1,150.0,521.7,-49.08,37.73,1,-207.86,97.38,-55.55,526.79,None,489.97,250.0,22.54,412.7,None,107.84,292.16,10.41,196.39,1,208.3,-208.3,-142.35,694.72,0,150.0,189.77,22.49,294.2,0,243.36,304.95,21.98,201.9,1,577.35,-210.94,-172.41,815.8,None,156.75,334.26,4.31,149.86,1,390.0,250.0,24.96,335.17,1,670.04,200.0,16.54,592.52,None
1.55,2,150.0,482.08,-35.14,4,3,0.0,0,7.0,26.498,99.95,0.2642,7.3e-05,397.3192,,1,-50.0,250.0,-5.39,306.37,1,-250.0,250.0,-112.92,462.45,None,-20.21,250.0,-1.88,287.8,1,210.01,250.0,24.14,239.71,1,259.99,250.0,24.79,256.83,1,-100.0,420.0,-17.68,257.59,1,-100.0,450.0,-17.85,252.05,1,-540.0,100.0,-42.6,788.72,None,150.0,-152.15,-103.61,634.23,0,600.0,320.05,10.81,478.28,None,70.83,-270.83,-172.03,757.06,0,508.36,-141.64,-143.96,719.34,0,600.0,156.8,-1.72,555.26,None,100.0,200.0,17.97,286.48,0,340.0,250.0,25.16,299.94,1,600.0,229.88,15.64,515.85,None,527.79,-261.12,-95.19,833.71,None,150.0,521.7,-49.08,39.62,1,-20.21,250.0,-1.88,287.8,1,150.0,493.4,-39.12,11.32,1,-200.0,100.0,-55.95,518.16,0,500.0,250.0,22.28,419.95,None,100.0,300.0,9.16,188.82,1,200.0,-200.0,-140.14,683.91,0,150.0,200.0,23.23,282.08,0,226.73,329.91,21.2,170.42,1,600.0,-220.0,-177.1,833.92,None,150.0,350.0,1.2,132.08,1,400.0,250.0,24.92,341.12,1,650.0,200.0,17.54,574.08,None
